ISO3CD,country,reference,mean00_ssp126,mean50_ssp126,mean00_ssp585,mean50_ssp585,rel_change_mean50_ssp126,rel_change_mean50_ssp585,rel_change_mean00_ssp126,rel_change_mean00_ssp585
CHN,China,1365.0769751,843.09627,1337.88293,829.00984,1332.63933,-1.9921253962992023,-2.3762502548710707,-38.23818836749201,-39.270103069515905
CIV,Côte d’Ivoire,20.3789354,29.636290000000002,31.36974,31.73514,32.32031,53.93218234550172,58.59665564276728,45.426095221833826,55.72521025803929
CMR,Cameroon,20.1222012,29.33681,32.276289999999996,28.56784,32.05399,60.40138789587293,59.29663798411876,45.79324452833719,41.97174412509106
COD,Democratic Republic of the Congo,63.8143396,131.35641,125.59326999999999,129.6429,125.40947,96.8104203338022,96.52239729516845,105.84152531134244,103.15637647059503
COG,Congo,4.1939427,7.16901,7.43867,7.13687,7.46597,77.36699168541334,78.01793047864007,70.93724241869113,70.17089909215974
COK,Cook Islands,0.0184688,0.014189499999999999,0.0172296,0.014189499999999999,0.0172296,-6.7096941869531275,-6.7096941869531275,-23.17042796500044,-23.17042796500044
COL,Colombia,44.9015535,41.85036,53.71915,37.85792,52.3497,19.637620110404423,16.58772563403625,-6.795296069210605,-15.686836982154745
COM,Comoros,0.6831194,0.98388,1.1065,0.8718,1.06887,61.97754009035609,56.46898624164384,44.02753017993632,27.620442341412055
CPV,Cabo Verde,0.4901544,0.39116,0.59239,0.25599,0.51617,20.85783581663247,5.307633676245695,-20.196574793575245,-47.7735995025241
CRI,Costa Rica,4.545537400000001,4.99787,5.65207,5.58485,5.83844,24.343273470811162,28.443338734821534,9.9511358106964245,22.864460426615334
CUB,Cuba,11.2546877,4.92062,9.8911,3.21042,9.06382,-12.115731118865254,-19.46626826437841,-56.27937326061922,-71.47481933239249
CUW,Curaçao,0.1457426,0.12286,0.1463,0.15039,0.15042,0.3824550954902777,3.209356770086439,-15.700694237649119,3.1887725345918048
CXR,Christmas Island,0.0018526,0.001843,0.001843,0.001843,0.001843,-0.5181906509770062,-0.5181906509770062,-0.5181906509770062,-0.5181906509770062
CYM,Cayman Islands,0.0555719,0.1008593,0.08270290000000001,0.1008593,0.08270290000000001,48.82143673331308,48.82143673331308,81.4933446580016,81.4933446580016
CYP,Cyprus,1.0985193,1.3798899999999998,1.36086,1.65851,1.4584,23.881300947557314,32.760525918843655,25.613632823747373,50.97686494902729
CZE,Czechia,10.4689692,7.54429,9.80627,8.313880000000001,10.01838,-6.330128471483137,-4.304045521501769,-27.93664919751603,-20.585495657012718
DEU,Germany,81.1598524,71.60924,78.80461,89.91943,84.50199,-2.9019796492385055,4.1179690464789465,-11.767656196476775,10.792993507218354
DJI,Djibouti,0.8371443,1.19655,1.25244,1.4880799999999998,1.3692,49.60861586228325,63.556032096258676,42.93234750568093,77.7566902145783
DMA,Dominica,0.0708625,0.0531377,0.0716567,0.0531377,0.0716567,1.1207620391603583,1.1207620391603583,-25.012947609807718,-25.012947609807718
DNK,Denmark,5.5411123,5.93617,5.99041,6.93382,6.288279999999999,8.108438805688884,13.484074307607868,7.129573966584285,25.13408183407508
DOM,Dominican Republic,9.6342274,11.26694,12.79314,9.14225,12.06715,32.78843719217172,25.252908188569428,16.947000856550257,-5.106557895861993
DZA,Algeria,35.81088,47.50105,51.1976,42.90912,49.79397,42.96660679659367,39.04704380344746,32.64418523085722,19.8214620807978
ECU,Ecuador,14.8880327,20.57069,20.83536,19.69743,20.60305,39.947032760077164,38.38665198525524,38.169296202580206,32.303779800268714
EGY,Egypt,82.3942295,143.29888,132.71827,135.77934,130.6307,61.07714193747027,58.543505768204305,73.9185873447606,64.79229288745275
ERI,Eritrea,3.1151511,5.63861,6.58769,4.77945,6.28352,111.47256709313396,101.70835372961524,81.00598715741269,53.42594457135643
ESH,Western Sahara,0.4778295,1.13501,0.87282,1.68012,1.05252,82.66348143009171,120.27103810041027,137.53451806554432,251.61495889224085
ESP,Spain,46.161592,41.73038,46.89875,52.69412,50.13375,1.5969076629766168,8.604898201951094,-9.59934830670485,14.151435678388214
EST,Estonia,1.3343833,1.00555,1.20379,1.1195,1.23511,-9.786790647035236,-7.43963897030187,-24.643091681378213,-16.103566344093192
ETH,Ethiopia,86.7646946,93.24498,130.35158,94.57055,130.81067,50.2357388577727,50.76485960454241,7.468804483062169,8.99658027494515
FIN,Finland,5.3566865,4.91849,5.44194,5.19463,5.52335,1.591534244163802,3.1113170427278023,-8.180364858014373,-3.0253123829442
FJI,Fiji,0.8505033,0.56611,0.8972,0.30912,0.75294,5.490478402611728,-11.471242968722157,-33.43823592454021,-63.65446201090577
FLK,Falkland Islands (Malvinas),0.0028839,0.0027605,0.003283499999999999,0.0027605,0.003283499999999999,13.85623634661393,13.85623634661393,-4.27892784077118,-4.27892784077118
FRA,France,62.700343000000004,69.93317,70.05821,79.8421,73.30746,11.734970891626539,16.917159448394088,11.53554614525793,27.33917580004307
FRO,Faroe Islands,0.0478312,0.0553508,0.053144899999999995,0.0553508,0.053144899999999995,11.109275953770755,11.109275953770755,15.721119269430837,15.721119269430837
FSM,Micronesia (Federated States of),0.10467069999999999,0.050609999999999995,0.10436,0.024990000000000002,0.07922,-0.2968356951849917,-24.315018434003015,-51.64836004727207,-76.12512384076919
GAB,Gabon,1.6140045,2.62079,2.71049,2.85745,2.8238700000000003,67.93571517303701,74.96047873472473,62.37810985037525,77.04101816320834
GBR,United Kingdom of Great Britain and Northern Ireland,63.153611,68.94558,70.68686000000001,77.84607,73.63248,11.928453307285963,16.592667994867313,9.171239630303972,23.2646380267947
GEO,Georgia,4.1157094,1.36844,2.80933,1.11893,2.34089,-31.74129349365628,-43.12304945533813,-66.75081092945969,-72.81319230167223
GGY,Guernsey,0.06200169999999999,0.06243099999999999,0.06243099999999999,0.06243099999999999,0.06243099999999999,0.6924003696672842,0.6924003696672842,0.6924003696672842,0.6924003696672842
GHA,Ghana,24.4888328,38.33373,38.71286,36.91309,38.28271,58.08372867815896,56.327213765778176,56.53555362589597,50.73437881449374
GIB,Gibraltar,0.0335564,0.027961899999999998,0.034052,0.027961899999999998,0.034052,1.4769164749496335,1.4769164749496335,-16.67193143483807,-16.67193143483807
GIN,Guinea,10.094688099999999,14.09146,16.44635,12.45049,15.857750000000001,62.920833581772584,57.09004421840436,39.5928220902635,23.337044955356287
GLP,Guadeloupe,0.40368210000000004,0.33210999999999996,0.42457,0.26536,0.38652,5.1743438710807235,-4.2513898931857685,-17.7298175965692,-34.265106131780435
GMB,Gambia,1.7738706,2.79179,2.92522,2.67427,2.89931,64.90605346297525,63.44540576973314,57.38408427311441,50.75902379801548
GNB,Guinea-Bissau,1.5096186,1.5787900000000001,2.2433199999999998,1.16538,2.05369,48.601772659663816,36.0403217077479,4.582044762829505,-22.803017927839516
GNQ,Equatorial Guinea,0.9278512,1.70784,1.72989,1.98457,1.85841,86.44045510745688,100.29181403224999,84.06399646839925,113.88882182832765
GRC,Greece,10.9469776,9.13968,10.80807,10.915230000000001,11.365169999999999,-1.2689128001869627,3.820163110592268,-16.509557852753804,-0.29001246882974535
GRD,Grenada,0.106356,0.03485,0.0871,0.020059999999999998,0.0643,-18.105231486705037,-39.54266802061003,-67.23269021023732,-81.13881680394148
GRL,Greenland,0.056687499999999995,0.0417523,0.0543699,0.0417523,0.0543699,-4.0883792723263435,-4.0883792723263435,-26.346549062844538,-26.346549062844538
GTM,Guatemala,14.4885092,16.96329,20.80967,13.48282,19.5304,43.628786873393445,34.79923800579842,17.08098994753719,-6.941288341798472
GUF,French Guiana,0.229746,0.5343,0.42826000000000003,0.66821,0.47432,86.40585690284054,106.45408407545725,132.56117625551695,190.84728352180232
GUM,Guam,0.15947129999999998,0.15072,0.17778000000000002,0.1842,0.17992,11.480874615056152,12.822808869056699,-5.487695905156596,15.506677377057828
GUY,Guyana,0.7513000000000001,0.2052,0.5882999999999999,0.08748,0.40093,-21.695727405829913,-46.63516571276455,-72.68734194063623,-88.35618261679755
HKG,China; Hong Kong Special Administrative Region,6.9461398999999995,8.37119,8.157910000000001,10.6124,9.08709,17.445230263790133,30.822156346145587,20.515712619033213,52.78125912782148
HMD,Heard Island and McDonald Islands,1e-6,1e-6,1e-6,1e-6,1e-6,0,0,0,0
HND,Honduras,8.2226464,9.19023,11.25417,8.312,10.9514,36.86797963244533,33.185831753631035,11.767301583101023,1.0866769121921507
HRV,Croatia,4.3274416,2.78783,3.65178,2.82131,3.59213,-15.613419254462041,-16.991831848175607,-35.577871229966455,-34.804203943503246
HTI,Haiti,9.8730264,7.59654,11.84542,6.1419500000000005,11.20163,19.97759876343489,13.456903143700691,-23.057635093531204,-37.7906049152264
HUN,Hungary,9.9443409,6.03449,8.42383,6.74129,8.60483,-15.290212949155832,-13.470082265582835,-39.317345808207364,-32.20978576870791
IDN,Indonesia,240.4407596,256.36424999999997,301.89049,249.17185,299.65435,25.557118727385685,24.627101702102596,6.622625226475937,3.631285483594854
IMN,Isle of Man,0.0833628,0.095671,0.0905745,0.095671,0.0905745,8.650981013113764,8.650981013113764,14.764619230640053,14.764619230640053
IND,India,1224.1493897,1368.03954,1562.75404,1358.0735100000002,1559.8086600000001,27.660402655837718,27.41979640101438,11.754296616956436,10.940177843230446
IOT,British Indian Ocean Territory,0.003,0.003,0.003,0.003,0.003,0,0,0,0
IRL,Ireland,4.4602851,4.84892,5.24414,5.01998,5.30531,17.574098570515137,18.94553556677353,8.713230013032117,12.548410862794404
IRN,Iran (Islamic Republic of),73.4584109,79.94551,95.09851,81.90072,95.7882,29.45898071421526,30.397865712610994,8.830982076145068,11.492637802215242
IRQ,Iraq,29.9566845,60.9355,55.53065,57.05335,54.52487,85.36981287098044,82.01236522018984,103.41202979254929,90.45281863552023
ISL,Iceland,0.3152037,0.35409,0.37276000000000004,0.3603,0.37529,18.26003311509353,19.062688667677456,12.336879294246877,14.307033832407438
ISR,Israel,7.2305665,16.58821,12.10957,18.233,12.95773,67.47747220082962,79.20767342365221,129.4178471354907,152.16558066370044
ITA,Italy,59.2969649,43.5827,55.06309,50.63703,57.0526,-7.140120758524686,-3.7849574658415626,-26.50095991675283,-14.604347650177955
JAM,Jamaica,2.8052722,1.28142,2.63415,0.5840299999999999,2.12965,-6.100021238580702,-24.08401580424175,-54.32101027486744,-79.18098642976608
JEY,Jersey,0.09557,0.0971,0.0971,0.0971,0.0971,1.6009207910432182,1.6009207910432182,1.6009207910432182,1.6009207910432182
JOR,Jordan,7.1914383,17.56479,14.8143,20.20562,15.965489999999999,105.99912537663015,122.00691063427465,144.2458555196114,180.9677168474073
JPN,Japan,128.428445,72.64969,109.2616,77.37362,110.5341,-14.92414316781614,-13.933319055603308,-43.43177634830041,-39.753517999848086
KAZ,Kazakhstan,16.2384521,14.90545,18.86505,12.08,17.3383,16.17517411034516,6.7731080107075,-8.208923435504053,-25.608673008925525
KEN,Kenya,41.5446124,74.42123,73.77952,74.07745,73.78341,77.59106593566392,77.60042936397694,79.13569462017655,78.30819863419885
KGZ,Kyrgyzstan,5.4111421,6.57088,7.43206,5.36154,6.99347,37.34734484241321,29.242031917808998,21.43240518484997,-0.9166660029127756
KHM,Cambodia,14.234336899999999,18.046979999999998,20.0629,17.32945,19.84413,40.947204923890766,39.41028752804074,26.784831121989246,21.743992163063126
KIR,Kiribati,0.1014177,0.11158,0.14276,0.07995000000000001,0.12925,40.76438333742532,27.443237225849142,10.02024301477947,-21.16760683785966
KNA,Saint Kitts and Nevis,0.048816899999999996,0.044559299999999996,0.0565029,0.044559299999999996,0.0565029,15.744547482531676,15.744547482531676,-8.721569784234559,-8.721569784234559
KOR,Republic of Korea,49.5492293,30.804560000000002,48.96166,31.79559,49.146820000000005,-1.1858293424555817,-0.8121403817677444,-37.830395275189474,-35.830303620888
KWT,Kuwait,2.9351045,5.48364,5.4471,6.87497,6.05412,85.58453370229236,106.26590978276924,86.82946382317904,134.2325460643735
LAO,Lao People's Democratic Republic,6.1960275000000005,5.76076,7.95337,4.622389999999999,7.48965,28.362406396679145,20.878256269843856,-7.024944611688701,-25.397522848308874
LBN,Lebanon,5.1670407,7.87434,7.73574,9.256499999999999,8.35226,49.71316173298189,61.64494311027971,52.39554819066936,79.14509556698476
LBR,Liberia,3.8023538,6.01336,6.53566,5.529170000000001,6.40626,71.88458370181122,68.48142852987534,58.14835536871923,45.41440094291069
LBY,Libya,6.1266247,7.29556,7.82824,6.60534,7.62357,27.77410700544462,24.43344212025914,19.079596959807255,7.813687363614752
LCA,Saint Lucia,0.172076,0.0865,0.1606,0.057640000000000004,0.13913,-6.669146191217842,-19.146191217833984,-49.73151398219392,-66.50317301657408
LIE,Liechtenstein,0.0359171,0.0446272,0.0403073,0.0446272,0.0403073,12.223147191727609,12.223147191727609,24.250565886444058,24.250565886444058
LKA,Sri Lanka,20.1834899,16.20129,21.57273,12.06567,19.94889,6.883051974079063,-1.1623356573235768,-19.729986834437394,-40.22010039007179
LSO,Lesotho,2.0036571,1.51551,2.35778,1.16507,2.18094,17.673827522683403,8.84796605167622,-24.36280639037488,-41.8528250168155
LTU,Lithuania,3.1519933,1.58615,2.35755,1.40213,2.21671,-25.204472991741454,-29.67275660135445,-49.677875267057196,-55.51608564650184
LUX,Luxembourg,0.5035438,0.89954,0.74137,1.22099,0.8608,47.23048918485343,70.94838621784243,78.64185796746976,142.47940298341476
LVA,Latvia,2.1338829,1.3913,1.6751,1.52196,1.68075,-21.499909859158628,-21.23513431782035,-34.7996087320443,-28.676498602617794
MAC,China; Macao Special Administrative Region,0.5343467,0.87382,0.8019999999999999,1.22222,0.9649,50.08981996145948,80.57564498854397,63.53053176898072,128.7316455776746
MAF,Saint Martin (French Part),0.0364411,0.0598031,0.0493648,0.0598031,0.0493648,35.46462647944218,35.46462647944218,64.10893194771839,64.10893194771839
MAR,Morocco,32.2165021,31.849359999999997,40.29452,24.81948,37.67236,25.074161915299918,16.93497910811366,-1.1396088217783344,-22.960351428096224
MCO,Monaco,0.035495,0.062425699999999994,0.0450673,0.062425699999999994,0.0450673,26.96802366530497,26.96802366530497,75.87181293139878,75.87181293139878
MDA,Republic of Moldova,4.1035143000000005,2.3878500000000003,3.59833,2.33135,3.51738,-12.311015950401357,-14.283715302271524,-41.8096337570945,-43.18650235969692
MDG,Madagascar,20.9009505,32.33977,34.11406,32.0589,34.03496,63.21774457099452,62.83929288287629,54.72870480220505,53.38489031874411
MDV,Maldives,0.3673168,0.52601,0.54352,0.57638,0.56419,47.97036236839698,53.597657390024075,43.20336015123729,56.91631855662469
MEX,Mexico,113.2259895,124.79839,149.47242,102.16787,141.78929,32.01246521232654,25.22680581210553,10.220622094894566,-9.766414538598493
MHL,Marshall Islands,0.056320199999999994,0.0664554,0.0736672,0.0664554,0.0736672,30.800671872614103,30.800671872614103,17.995674731268718,17.995674731268718
MKD,North Macedonia,2.06965,1.07253,1.7924600000000002,0.81356,1.6304,-13.393085787451986,-21.22339526006813,-48.178194380692396,-60.690938081318116
MLI,Mali,14.8252851,24.38734,26.40678,20.79469,25.15581,78.11987979914127,69.6817958664417,64.49828678168218,40.265025999398816
MLT,Malta,0.4150015,0.32336,0.40771,0.33203,0.40856,-1.7569816012713222,-1.552163064470862,-22.082209341412028,-19.993060266047237
MMR,Myanmar,50.5190889,37.31929,54.19493,31.50613,51.86201,7.276142899718842,2.658244891665095,-26.12833918309243,-37.635197534213646
MNE,Montenegro,0.6226523,0.47832,0.60341,0.46018000000000003,0.59049,-3.0903764428397746,-5.165370785589339,-23.180240400621667,-26.093583850890777
MNG,Mongolia,2.7121646,3.42941,3.7148499999999998,3.03063,3.59351,36.96993169219891,32.49601443806177,26.445496707685066,11.742111817254749
MNP,Northern Mariana Islands,0.054883999999999995,0.0547181,0.0625188,0.0547181,0.0625188,13.91079367393048,13.91079367393048,-0.3022738867429426,-0.3022738867429426
MOZ,Mozambique,23.2847352,34.21261,38.7907,32.49116,38.184059999999995,66.59283288735875,63.987520888792396,46.93149699207229,39.538456078298026
MRT,Mauritania,3.4576055,5.37714,5.766850000000001,5.2740599999999995,5.7410499999999995,66.78739086920126,66.04120973315202,55.51629588742845,52.535041953166704
MSR,Montserrat,0.0049066999999999965,0.0029568,0.0043013999999999995,0.0029568,0.0043013999999999995,-12.336193368251521,-12.336193368251521,-39.73953981290884,-39.73953981290884
MTQ,Martinique,0.3927955,0.21328,0.32783,0.15512,0.28337,-16.539267888761454,-27.85813483097439,-45.70202560874552,-60.508712548896305
MUS,Mauritius,1.2432572,0.71323,1.14368,0.50576,1.04476,-8.00938052078041,-15.965899895854216,-42.632144016539776,-59.3197610277262
MWI,Malawi,14.3824085,31.6644,29.02779,29.65924,28.57849,101.8284350635709,98.70447985120154,120.16062191530716,106.21886800114181
MYS,Malaysia,27.8846685,44.69544,41.6228,48.82747,43.21075,49.267688084583106,54.96239447852857,60.286789853714765,75.10507611019295
MYT,Mayotte,0.2056824,0.50438,0.40486,0.53587,0.41778,96.83745424985318,103.11898344243357,145.22273174564285,160.5327436863825
NAM,Namibia,2.1017855,2.75439,3.24144,2.6680900000000003,3.21129,54.223159309073154,52.788664685335384,31.050004864911273,26.943972160812802
NCL,New Caledonia,0.2519698,0.37106,0.33881,0.4173,0.35711000000000004,34.46452709808872,41.727302240189104,47.263680012445924,65.61508561740335
NER,Niger,16.2666364,39.16234,34.12924,38.20873,33.88558,109.81129202592864,108.3133794027633,140.75253812152587,134.89017065630117
NFK,Norfolk Island,0.0018093,0.0018,0.0018,0.0018,0.0018,-0.5140109434587997,-0.5140109434587997,-0.5140109434587997,-0.5140109434587997
NGA,Nigeria,156.9045687,369.33131,297.19988,365.03611,296.34287,89.41442079245205,88.86822254781164,135.385950237152,132.6484901137235
NIC,Nicaragua,5.7870308,5.09617,7.05819,3.641,6.46748,21.965654649703946,11.758174848490524,-11.938087490393178,-37.08345219106143
NIU,Niue,0.001631599999999995,0.001747599999999998,0.001753699999999996,0.001747599999999998,0.001753699999999996,7.483451826428135,7.483451826428135,7.109585682765592,7.109585682765592
NLD,Netherlands,16.645737699999998,16.34585,17.60771,18.773220000000002,18.35807,5.779090823953107,10.28691146563005,-1.801588523168903,12.780943316198021
NOR,Norway,4.8692267000000005,6.3878200000000005,6.00558,7.7705,6.417619999999999,23.337449045040344,31.79957302049623,31.187566189924983,59.58386164275324
NPL,Nepal,26.6610249,27.31183,34.34762,23.62798,32.84531,28.830831255853173,23.19597661078662,2.4410355657407585,-11.376325221465885
NRU,Nauru,0.010005699999999998,0.006437199999999999,0.0109123,0.006437199999999999,0.0109123,9.06083532386542,9.06083532386542,-35.66467113745165,-35.66467113745165
NZL,New Zealand,4.3499012,5.43751,5.34221,6.17843,5.61838,22.812214677427615,29.16109450945692,25.003069035223145,42.03609957853756
OMN,Oman,3.0958939,5.8989,5.98721,6.98041,6.50673,93.39196346489781,110.17290030514289,90.539475529184,125.47316624771926
PAK,Pakistan,177.592008,242.46326,258.0622,234.59346,255.82881,45.31183182522495,44.054235818990236,36.528249627089075,32.0968565207056
PAN,Panama,3.6127548000000003,5.09225,5.11108,5.0398,5.106339999999999,41.47320487955618,41.34200306093287,40.95199596717717,39.500195252664234
PCN,Pitcairn,5e-5,5e-5,5e-5,5e-5,5e-5,0,0,0,0
PER,Peru,28.9319371,32.99969,37.99857,27.98338,36.35937,31.337801090408156,25.672089892660523,14.05973228111298,-3.2785813708961733
PHL,Philippines,93.30707029999999,117.68829,130.47982000000002,106.51648,126.91662,39.839156433143344,36.020367579797444,26.130088129023598,14.156922575673251
PLW,Palau,0.018405099999999997,0.014565999999999999,0.018010799999999997,0.014565999999999999,0.018010799999999997,-2.1423409815757606,-2.1423409815757606,-20.858892372222908,-20.858892372222908
PNG,Papua New Guinea,7.2220102,9.13401,10.44356,9.07735,10.42683,44.60738368937779,44.37573073491368,26.474620598015775,25.690074489232924
POL,Poland,38.2878232,21.56675,33.77023,19.867340000000002,33.01849,-11.79903379829648,-13.762425647640367,-43.67203931301062,-48.11055228650344
PRI,Puerto Rico,3.5710376999999998,2.03395,3.29422,1.70579,2.9723100000000002,-7.751743981868341,-16.766210561148643,-43.04316641630526,-52.232652150381945
PRK,Democratic People's Republic of Korea,24.4896009,18.04234,25.22939,17.961199999999998,25.19267,3.0208295472875566,2.870888353268348,-26.326524986366767,-26.657849291451708
PRT,Portugal,10.5406859,6.10713,8.868540000000001,6.10296,8.6591,-15.863729513086037,-17.85069698358054,-42.06136054201179,-42.100921534906945
PRY,Paraguay,6.2094308,6.47402,8.02496,5.45425,7.6662300000000005,29.23825481717262,23.461074725238916,4.26108621743559,-12.161836154128649
PSE,State of Palestine,4.0020225,6.34746,6.91226,4.87115,6.3522,72.71916887024,58.724744800910045,58.60630468719255,21.71720673734344
PYF,French Polynesia,0.2657015,0.34838,0.34463,0.35451,0.3487,29.705703580898117,31.2374977183042,31.11706181560889,33.42416207661606
QAT,Qatar,1.7082218999999998,4.58267,3.94767,6.6186,4.84087,131.09819631746907,183.38648509306668,168.27135280258383,287.45551734233123
REU,Réunion,0.8260006,0.9647399999999999,1.00685,0.89684,0.98502,21.894584580204913,19.251729357097325,16.796525329400485,8.576192317535847
