Country_FAO,scenario,decade,mean,median,sd,min,max,n_model,agreement,wilcox_p,spatial_scale
Brunei Darussalam,ssp585,2091-2100,-25.575362209992,-27.4818709705089,6.38526511313828,-33.9882163791201,-12.1377800355338,10,100,2.05122893331196e-27,countries_admin
Bulgaria,ssp126,2041-2050,-5.87989635466488,-6.03888208638164,5.71942550519277,-16.4378768564234,2.35051927231965,10,80,0.713074548288095,countries_admin
Bulgaria,ssp126,2091-2100,10.4749677451018,-8.24208695318117,57.634548535025,-24.5644181081879,171.930703390541,10,70,0.000250822900770461,countries_admin
Bulgaria,ssp585,2041-2050,-5.4673162901713,-6.62618927759102,4.90890449648477,-11.7910439700009,2.38177960836677,10,80,0.713074548288095,countries_admin
Bulgaria,ssp585,2091-2100,2.89468766878843,-18.3161236642411,50.3805730184396,-34.7132205761971,106.565654081945,10,80,0.000250822900770461,countries_admin
Cabo Verde,ssp126,2041-2050,-6.33364780485241,-3.0702284133939,11.8955267123474,-27.4628253596312,9.01274330375627,10,60,0.88248085710775,countries_admin
Cabo Verde,ssp126,2091-2100,-6.28457502335907,-3.77885207470534,13.0225244609364,-27.7670244887937,8.85909888096058,10,50,2.63506332149285e-13,countries_admin
Cabo Verde,ssp585,2041-2050,-7.42768276901426,-5.35626084353411,8.59716539476912,-27.3278867942174,0.684806307828105,10,90,0.88248085710775,countries_admin
Cabo Verde,ssp585,2091-2100,-23.3449851187936,-25.2027509686143,12.9178070235722,-38.0059611744332,0.619108967602791,10,90,2.63506332149285e-13,countries_admin
Cambodia,ssp126,2041-2050,-3.91871425388141,-2.22263819552694,5.28392202524636,-17.3110214780221,0.0820113508914765,10,90,0.0738827189515744,countries_admin
Cambodia,ssp126,2091-2100,-5.29272666694677,-4.02164498115709,6.57550122632919,-23.129891124409,0.0995871585441272,10,90,4.02095751392195e-15,countries_admin
Cambodia,ssp585,2041-2050,-6.48012130639961,-3.58606612718415,7.16371814851629,-25.0922892772047,-1.00095071284355,10,100,0.0738827189515744,countries_admin
Cambodia,ssp585,2091-2100,-16.4591324407275,-16.8433343313285,5.66370159888774,-26.8384678003653,-6.5786540338497,10,100,4.02095751392195e-15,countries_admin
Cameroon,ssp126,2041-2050,-4.39043466055246,-5.83584110838931,5.78957094397969,-11.2479045323981,6.83473837685771,8,75,4.71033990590542e-05,countries_admin
Cameroon,ssp126,2091-2100,-0.839670455863299,-3.5334831445928,6.29989193525082,-7.84141448913592,8.95799269478153,8,62.5,4.1129112382693e-20,countries_admin
Cameroon,ssp585,2041-2050,-9.30182123322808,-9.34632785283721,8.55653096733678,-19.6521951688825,7.73809280538163,8,87.5,4.71033990590542e-05,countries_admin
Cameroon,ssp585,2091-2100,-19.1734179242593,-22.4473506901218,6.34625124748753,-25.866156130365,-9.90274619631853,8,100,4.1129112382693e-20,countries_admin
Canada,ssp126,2041-2050,-5.52617779820304,-5.62783085206287,2.03106768727653,-8.90113661026073,-2.37100361731578,10,100,0.49311010223054,countries_admin
Canada,ssp126,2091-2100,-4.07750384945977,-2.63462008059059,6.57882507432823,-18.470915518147,4.14200223705682,10,70,1.36980743022691e-18,countries_admin
Canada,ssp585,2041-2050,-5.03141882336568,-5.08866394729517,2.98482375742209,-10.9265821514752,-0.481708591215729,10,100,0.49311010223054,countries_admin
Canada,ssp585,2091-2100,-16.9003768564903,-19.1935980960072,11.021795549238,-26.6789220394195,11.7800081381129,10,90,1.36980743022691e-18,countries_admin
Chile,ssp126,2041-2050,-6.09873537235776,-5.17019470133393,3.21790324806506,-11.0115645113554,-2.38738551917829,10,100,0.49156993653967,countries_admin
Chile,ssp126,2091-2100,-8.86103861566463,-7.62851346432442,5.2231263898491,-20.5500575613926,-3.2116036938851,10,100,1.25752514296627e-10,countries_admin
Chile,ssp585,2041-2050,-5.61559979458688,-5.32961725897487,3.82305915931071,-11.0698926473031,-1.47975598356953,10,100,0.49156993653967,countries_admin
Chile,ssp585,2091-2100,-19.2995088161958,-19.2077297320055,12.4094564142029,-43.8873551032054,-5.4915241610823,10,100,1.25752514296627e-10,countries_admin
China,ssp126,2041-2050,-11.9220057078115,-11.3640692845455,3.07003159536097,-18.4383085620321,-8.54822630862661,10,100,0.355058143995026,countries_admin
China,ssp126,2091-2100,-9.11132673079144,-8.04395273952407,3.79129020099135,-16.6951722571852,-4.52983195498673,10,100,1.94678253824539e-26,countries_admin
China,ssp585,2041-2050,-11.2506758921845,-10.5815044877881,4.38086506429829,-18.046385710527,-4.48099292876964,10,100,0.355058143995026,countries_admin
China,ssp585,2091-2100,-30.9339878623431,-30.6206755202041,12.081430400525,-48.799122227363,-8.3359274885055,10,100,1.94678253824539e-26,countries_admin
Colombia,ssp126,2041-2050,-7.2292779412201,-1.80654617378098,13.0895438456352,-36.1305020929264,5.27938490202172,10,70,0.9269943326246,countries_admin
Colombia,ssp126,2091-2100,-8.4582435673897,-6.29425101290049,9.52873172373141,-26.1055466470138,1.5990841302768,10,70,0.000294738947888892,countries_admin
Colombia,ssp585,2041-2050,-6.71026123845774,-5.58116643364111,8.00552527788001,-22.499351997307,2.78806801520615,10,80,0.9269943326246,countries_admin
Colombia,ssp585,2091-2100,-20.0197331484415,-15.4330237183185,19.6118473461958,-54.1788018800592,2.05186490840724,10,90,0.000294738947888892,countries_admin
Comoros,ssp126,2041-2050,-1.96818307754564,-0.448942306768367,11.1583976529339,-28.3398234230653,9.62452478215291,10,50,0.507087158649303,countries_admin
Comoros,ssp126,2091-2100,0.925411500660818,1.40423370846627,8.92638113162316,-10.6411790461508,12.16297154869,10,50,0.00138781010994531,countries_admin
Comoros,ssp585,2041-2050,-4.48202500867064,-2.08893590161305,15.7391573910947,-47.5173166714228,9.25078111884097,10,60,0.507087158649303,countries_admin
Comoros,ssp585,2091-2100,-9.29014352511412,-3.50481525189108,23.4361666054144,-59.7388684695731,22.8974274034147,10,70,0.00138781010994531,countries_admin
Congo,ssp126,2041-2050,-7.26306955340652,-6.60801228889202,5.54193459121821,-16.9383880250688,0.130357590850196,10,90,5.86809148181491e-07,countries_admin
Congo,ssp126,2091-2100,-3.11779958301715,-1.87966311331515,6.07375553076353,-12.6541485164689,2.69620242118166,10,50,1.51735171327229e-29,countries_admin
Congo,ssp585,2041-2050,-14.2443004646754,-11.5348890887221,8.56456293974705,-30.4093852071999,-2.48580487111107,10,100,5.86809148181491e-07,countries_admin
Congo,ssp585,2091-2100,-26.1477934304017,-25.7182119668472,9.77450871180456,-43.6728878946439,-12.3443164347145,10,100,1.51735171327229e-29,countries_admin
Costa Rica,ssp126,2041-2050,-13.1792005749189,-9.49432739197771,16.43205045118,-50.969370645791,4.7718048823016,10,80,0.215873143147413,countries_admin
Costa Rica,ssp126,2091-2100,-13.6451930488405,-8.21602353864433,12.8302401975866,-39.7761269298865,-0.498361241377665,10,100,6.11368280865666e-05,countries_admin
Costa Rica,ssp585,2041-2050,-9.8209423527928,-6.27052969530026,14.5173813850908,-42.7298962566903,7.47819350324109,10,80,0.215873143147413,countries_admin
Costa Rica,ssp585,2091-2100,-31.3906266205583,-20.8633620337089,26.8779918167707,-72.6541541460119,0.924856936422411,10,90,6.11368280865666e-05,countries_admin
Croatia,ssp126,2041-2050,-6.95646244029049,-6.5028600922109,9.26122645399923,-24.2169989262019,5.18239202872696,10,70,0.629401577977765,countries_admin
Croatia,ssp126,2091-2100,-13.6212910962297,-13.620387307113,18.1524858693335,-39.0363465216651,11.1187855867446,10,60,2.06628494015439e-05,countries_admin
Croatia,ssp585,2041-2050,-7.25170923658178,-5.15977039753506,9.83268448745513,-20.6798302484956,9.98191795773697,10,80,0.629401577977765,countries_admin
Croatia,ssp585,2091-2100,-24.6115735883727,-24.5663222316497,15.5363169882307,-48.8843158257383,-0.144688318520557,10,100,2.06628494015439e-05,countries_admin
Cuba,ssp126,2041-2050,-4.82692145173302,-3.49838384893964,4.46805512497611,-12.541137651535,-0.176200384644676,10,100,0.00114043970114629,countries_admin
Cuba,ssp126,2091-2100,-4.76125982906483,-4.27334942660744,4.99640065052101,-12.2636693573952,2.37548117682182,10,90,0.593424233653183,countries_admin
Cuba,ssp585,2041-2050,-7.33957175435328,-6.59420251516974,3.19455065683439,-12.4183128238302,-3.23027669134511,10,100,0.00114043970114629,countries_admin
Cuba,ssp585,2091-2100,-5.79970618601242,-5.76244005081764,15.749469957027,-27.7018442214837,21.0230404039654,10,70,0.593424233653183,countries_admin
Cyprus,ssp126,2041-2050,18.4098278564344,16.6954853518899,12.3485725149143,-4.02314290526168,40.1977470077985,10,90,2.28049700344509e-08,countries_admin
Cyprus,ssp126,2091-2100,20.4977589025708,11.9703506259622,27.2535428843532,-7.80612927281549,74.4978389967686,10,60,2.02180635400975e-16,countries_admin
Cyprus,ssp585,2041-2050,2.75839084824803,2.43468520813243,8.00627683251721,-7.41417025356272,16.8622908494663,10,60,2.28049700344509e-08,countries_admin
Cyprus,ssp585,2091-2100,-18.5856859612534,-22.3149358724457,24.0998311933208,-50.5681926899669,37.6460998313441,10,90,2.02180635400975e-16,countries_admin
Côte d'Ivoire,ssp126,2041-2050,-10.6549368223751,-11.084513523868,4.26331905389011,-15.6186866462023,-4.18590656617855,10,100,8.55736659385669e-07,countries_admin
Côte d'Ivoire,ssp126,2091-2100,-5.66078748886116,-6.33218741980363,2.48167256122004,-9.57874627970303,-2.3133686962847,10,100,8.74400339415507e-32,countries_admin
Côte d'Ivoire,ssp585,2041-2050,-15.9265114953162,-17.6996706088649,7.75709041284893,-27.3220265425146,-2.82543825260899,10,100,8.55736659385669e-07,countries_admin
Côte d'Ivoire,ssp585,2091-2100,-30.0716914881699,-28.0309760354678,10.6200086478381,-46.1966082729379,-15.5883382839198,10,100,8.74400339415507e-32,countries_admin
Democratic People's Republic of Korea,ssp126,2041-2050,-5.27761955174038,-5.38505299386168,9.14920230820916,-22.4633310708319,8.66855762360054,10,70,0.0310609735599865,countries_admin
Democratic People's Republic of Korea,ssp126,2091-2100,-13.49741439958,-9.80022048011429,7.84778270920188,-27.5581532994174,-4.41829248776614,10,100,1.45514378566654e-11,countries_admin
Democratic People's Republic of Korea,ssp585,2041-2050,-10.419344701987,-8.39593855715735,10.4463616527579,-25.2925620589641,2.85450209100258,10,80,0.0310609735599865,countries_admin
Democratic People's Republic of Korea,ssp585,2091-2100,-32.3482976118665,-33.8383521590564,26.1042877203497,-79.0614240096726,18.7597076817435,10,90,1.45514378566654e-11,countries_admin
Democratic Republic of the Congo,ssp126,2041-2050,-9.4152954348173,-8.79392183497936,4.86626068746542,-17.0423510424755,-2.68733177810706,10,100,4.64681518381418e-06,countries_admin
Democratic Republic of the Congo,ssp126,2091-2100,-4.56347102277776,-4.26372569804614,6.3433837818066,-14.4044803222658,2.85024586376989,10,60,2.94879828232209e-28,countries_admin
Democratic Republic of the Congo,ssp585,2041-2050,-15.3828380647036,-14.8784034703336,7.78379002105332,-29.0358471455399,-6.65854619947455,10,100,4.64681518381418e-06,countries_admin
Democratic Republic of the Congo,ssp585,2091-2100,-29.9067039770498,-28.8005668466456,9.21710619295942,-43.3653377115886,-13.5526737896844,10,100,2.94879828232209e-28,countries_admin
Denmark,ssp126,2041-2050,-5.47659348846263,-5.46758782590955,3.85750329101374,-12.123065327887,0.0651900610931059,10,90,0.000416384653461447,countries_admin
Denmark,ssp126,2091-2100,-4.18755689186656,-1.92065269389654,7.12374576390834,-20.4670638041721,2.3293173033313,10,60,2.50484149938846e-21,countries_admin
Denmark,ssp585,2041-2050,-1.80291680137577,-3.19412423779245,7.24905685246132,-9.99920154186173,13.1304086225884,10,70,0.000416384653461447,countries_admin
Denmark,ssp585,2091-2100,-19.5734361693034,-21.0897246210925,9.05380217521397,-31.9646447747362,-2.93832479909716,10,100,2.50484149938846e-21,countries_admin
Djibouti,ssp126,2041-2050,-4.74781667861529,-6.28584572124726,4.10957114924393,-7.71854046862265,1.29896519665601,4,75,0.161473841907001,countries_admin
Djibouti,ssp126,2091-2100,-2.87721533621353,-4.83343279003771,4.79562339025249,-6.09797636162289,4.25598059684418,4,75,6.41356080325985e-16,countries_admin
Djibouti,ssp585,2041-2050,-6.17197964862932,-9.50311843708864,7.51839631494969,-10.7014444183423,5.01976269800234,4,75,0.161473841907001,countries_admin
Djibouti,ssp585,2091-2100,-24.4009218521082,-26.2338627872431,7.77145502622054,-31.0080216864815,-14.1279401474653,4,100,6.41356080325985e-16,countries_admin
Dominica,ssp126,2041-2050,-10.1070309291726,-8.80347299419601,8.33066839663309,-27.7421208042781,0.085471137461207,10,90,0.474799017769779,countries_admin
Dominica,ssp126,2091-2100,-3.47478247984893,-3.99947101548239,4.40468520847337,-9.89455277970568,2.5414482706428,10,70,8.14916326032965e-05,countries_admin
Dominica,ssp585,2041-2050,-8.77483659191757,-10.0096633004326,7.85218190231952,-18.0692381210511,8.5073137060363,10,90,0.474799017769779,countries_admin
Dominica,ssp585,2091-2100,-10.4592806146718,-4.76866474512648,12.6024205164481,-28.6515218863657,2.45398824368241,10,70,8.14916326032965e-05,countries_admin
Dominican Republic,ssp126,2041-2050,2.29126156312266,0.595919550535247,7.68193733653363,-8.94103303407394,14.3095210891656,10,50,0.662731590311878,countries_admin
Dominican Republic,ssp126,2091-2100,4.12408033283137,4.11660798888211,5.57611326687972,-3.34638482981931,12.4231784344596,10,70,0.0482137116807411,countries_admin
Dominican Republic,ssp585,2041-2050,2.07085126519103,-0.27090275016469,9.31579384979459,-8.48816309808145,18.2663553979799,10,50,0.662731590311878,countries_admin
Dominican Republic,ssp585,2091-2100,0.880869008502446,-2.87984413014654,18.6404609052831,-23.6942524588916,33.3689896736865,10,50,0.0482137116807411,countries_admin
Ecuador,ssp126,2041-2050,-7.54851025516971,-8.39412635719608,5.80224121942808,-16.1218088442626,1.4668004759545,10,90,0.274210960424617,countries_admin
Ecuador,ssp126,2091-2100,-9.60805471649667,-10.0989062398779,6.09444590302013,-19.0734510653561,-0.759317487895456,10,100,1.5040085067338e-24,countries_admin
Ecuador,ssp585,2041-2050,-9.45002265844869,-10.3346830396779,6.68192369840886,-18.2890435141038,0.911351701800636,10,90,0.274210960424617,countries_admin
Ecuador,ssp585,2091-2100,-38.8609874438717,-40.6703112580314,18.9455675444931,-76.9355043896673,-9.69684267080277,10,100,1.5040085067338e-24,countries_admin
Egypt,ssp126,2041-2050,16.4632155894888,14.6271274988759,11.1261003694613,1.1894485004614,38.9813874821482,10,100,2.33124043165747e-09,countries_admin
Egypt,ssp126,2091-2100,18.1995366982438,16.5159129328976,16.7220894193228,-6.61569471497179,51.2492558861646,10,90,3.49728058504194e-16,countries_admin
Egypt,ssp585,2041-2050,0.00354560578717462,-0.213776001990993,5.85790791647807,-9.34565575046525,10.6454549891716,10,60,2.33124043165747e-09,countries_admin
Egypt,ssp585,2091-2100,-17.417293494104,-25.0914609499043,22.4167782359353,-44.224677332202,28.143352180457,10,70,3.49728058504194e-16,countries_admin
El Salvador,ssp126,2041-2050,-14.3398982423154,-9.74206247638654,16.2021325866357,-51.8119605646203,1.58151254455758,10,90,0.963945746617348,countries_admin
El Salvador,ssp126,2091-2100,-12.5723934411141,-10.653222325275,8.57867966852954,-27.4665539815778,-3.06923578870735,10,100,1.63890043728766e-13,countries_admin
El Salvador,ssp585,2041-2050,-14.6465106250617,-11.6352275929559,12.5442132647912,-42.9877658723632,-0.370316585784394,10,100,0.963945746617348,countries_admin
El Salvador,ssp585,2091-2100,-34.6649838330524,-28.5878323439212,22.236319755127,-74.8569073732062,-2.38453939394108,10,100,1.63890043728766e-13,countries_admin
Equatorial Guinea,ssp126,2041-2050,-9.83373265880109,-8.75357797016238,5.64559088249175,-20.2509462786846,-3.2016863985698,10,100,1.19930282630429e-07,countries_admin
Equatorial Guinea,ssp126,2091-2100,-4.31677526460245,-4.55593967151769,7.60221087748506,-15.6352119510003,6.50191393632771,10,60,1.14749460212188e-30,countries_admin
Equatorial Guinea,ssp585,2041-2050,-17.4238851471493,-16.0099340517098,8.96814263736996,-34.1321551249376,-5.24555810701603,10,100,1.19930282630429e-07,countries_admin
Equatorial Guinea,ssp585,2091-2100,-28.6080407153152,-27.4798797581324,9.80944841156644,-45.1352971192308,-15.4719620050398,10,100,1.14749460212188e-30,countries_admin
Eritrea,ssp126,2041-2050,-10.0184663442057,-7.93101819662707,9.55751939532263,-34.4085946497014,1.34217208954416,10,90,0.135780716271873,countries_admin
Eritrea,ssp126,2091-2100,-7.77441787915479,-5.04261525193954,13.5018388659789,-44.2906219719214,3.4553784977226,10,80,3.17433030685766e-07,countries_admin
Eritrea,ssp585,2041-2050,-12.115006643725,-8.69358502294623,10.9119897777539,-41.1346116605589,-2.46020543564156,10,100,0.135780716271873,countries_admin
Eritrea,ssp585,2091-2100,-21.3389694396205,-27.7627091134317,15.9849522817948,-37.9772209144309,4.83513367989237,10,90,3.17433030685766e-07,countries_admin
Estonia,ssp126,2041-2050,-4.90414550062113,-5.7282286793595,10.879537033497,-24.976757454182,8.89360849187568,10,60,0.0297506448193188,countries_admin
Estonia,ssp126,2091-2100,-3.20296561400121,-4.02332867089663,11.1269796388559,-20.123703150944,14.1631459143104,10,60,0.328998133633585,countries_admin
Estonia,ssp585,2041-2050,-1.06901727260005,-1.17847336493074,7.42307535095672,-11.9743671793984,9.87957135902173,10,60,0.0297506448193188,countries_admin
Estonia,ssp585,2091-2100,-7.24793066628341,-2.62258135587669,18.5568485138149,-38.5754070348024,19.6284731348646,10,50,0.328998133633585,countries_admin
Fiji,ssp126,2041-2050,0.693733989846022,2.41292362475019,11.8014152073471,-12.6356247664756,19.422407280786,10,50,0.0240412347524979,countries_admin
