x,y,rel_change_mean00_ssp126,rel_change_mean00_ssp585
-179.5,-89.5,NA,NA
-179.5,-88.5,NA,NA
-179.5,-87.5,NA,NA
-179.5,-86.5,NA,NA
-179.5,-85.5,NA,NA
-179.5,-84.5,NA,NA
-179.5,-83.5,NA,NA
-179.5,-82.5,NA,NA
-179.5,-81.5,NA,NA
-179.5,-80.5,NA,NA
-179.5,-79.5,NA,NA
-179.5,-78.5,NA,NA
-179.5,-77.5,80,60
-179.5,-76.5,50,60
-179.5,-75.5,50,80
-179.5,-74.5,60,60
-179.5,-73.5,70,70
-179.5,-72.5,70,70
-179.5,-71.5,60,50
-179.5,-70.5,60,60
-179.5,-69.5,60,60
-179.5,-68.5,80,70
-179.5,-67.5,80,70
-179.5,-66.5,80,60
-179.5,-65.5,80,60
-179.5,-64.5,70,60
-179.5,-63.5,60,50
-179.5,-62.5,50,70
-179.5,-61.5,50,70
-179.5,-60.5,60,80
-179.5,-59.5,50,80
-179.5,-58.5,60,80
-179.5,-57.5,70,80
-179.5,-56.5,80,80
-179.5,-55.5,80,80
-179.5,-54.5,80,80
-179.5,-53.5,80,80
-179.5,-52.5,80,80
-179.5,-51.5,90,90
-179.5,-50.5,80,80
-179.5,-49.5,90,90
-179.5,-48.5,90,90
-179.5,-47.5,90,90
-179.5,-46.5,100,100
-179.5,-45.5,70,100
-179.5,-44.5,80,100
-179.5,-43.5,100,100
-179.5,-42.5,100,100
-179.5,-41.5,80,100
-179.5,-40.5,70,100
-179.5,-39.5,60,100
-179.5,-38.5,70,100
-179.5,-37.5,70,100
-179.5,-36.5,70,100
-179.5,-35.5,100,100
-179.5,-34.5,100,100
-179.5,-33.5,100,100
-179.5,-32.5,70,100
-179.5,-31.5,80,100
-179.5,-30.5,50,100
-179.5,-29.5,70,100
-179.5,-28.5,80,100
-179.5,-27.5,80,100
-179.5,-26.5,70,100
-179.5,-25.5,50,100
-179.5,-24.5,50,100
-179.5,-23.5,50,100
-179.5,-22.5,50,100
-179.5,-21.5,50,80
-179.5,-20.5,50,60
-179.5,-19.5,50,50
-179.5,-18.5,50,50
-179.5,-17.5,50,50
-179.5,-16.5,50,50
-179.5,-15.5,50,50
-179.5,-14.5,70,70
-179.5,-13.5,100,90
-179.5,-12.5,100,90
-179.5,-11.5,100,90
-179.5,-10.5,100,90
-179.5,-9.5,100,90
-179.5,-8.5,100,90
-179.5,-7.5,100,100
-179.5,-6.5,100,100
-179.5,-5.5,100,100
-179.5,-4.5,60,100
-179.5,-3.5,70,100
-179.5,-2.5,70,100
-179.5,-1.5,60,100
-179.5,-0.5,60,100
-179.5,0.5,70,100
-179.5,1.5,80,90
-179.5,2.5,70,90
-179.5,3.5,80,90
-179.5,4.5,60,90
-179.5,5.5,70,90
-179.5,6.5,90,90
-179.5,7.5,90,90
-179.5,8.5,100,90
-179.5,9.5,100,90
-179.5,10.5,100,90
-179.5,11.5,100,90
-179.5,12.5,100,90
-179.5,13.5,100,90
-179.5,14.5,100,70
-179.5,15.5,80,60
-179.5,16.5,80,60
-179.5,17.5,80,50
-179.5,18.5,60,50
-179.5,19.5,70,60
-179.5,20.5,80,70
-179.5,21.5,90,70
-179.5,22.5,90,70
-179.5,23.5,90,70
-179.5,24.5,90,90
-179.5,25.5,100,100
-179.5,26.5,100,100
-179.5,27.5,100,100
-179.5,28.5,90,100
-179.5,29.5,100,100
-179.5,30.5,90,100
-179.5,31.5,100,100
-179.5,32.5,100,100
-179.5,33.5,100,100
-179.5,34.5,100,100
-179.5,35.5,100,100
-179.5,36.5,100,100
-179.5,37.5,100,100
-179.5,38.5,100,100
-179.5,39.5,100,100
-179.5,40.5,100,100
-179.5,41.5,100,100
-179.5,42.5,100,100
-179.5,43.5,100,100
-179.5,44.5,90,90
-179.5,45.5,90,90
-179.5,46.5,90,100
-179.5,47.5,100,100
-179.5,48.5,100,90
-179.5,49.5,100,100
-179.5,50.5,90,90
-179.5,51.5,100,100
-179.5,52.5,100,100
-179.5,53.5,90,100
-179.5,54.5,90,90
-179.5,55.5,100,90
-179.5,56.5,100,90
-179.5,57.5,90,90
-179.5,58.5,90,90
-179.5,59.5,100,90
-179.5,60.5,90,100
-179.5,61.5,90,90
-179.5,62.5,60,60
-179.5,63.5,80,70
-179.5,64.5,80,80
-179.5,65.5,100,100
-179.5,66.5,100,100
-179.5,67.5,NA,NA
-179.5,68.5,100,100
-179.5,69.5,60,70
-179.5,70.5,87.5,87.5
-179.5,71.5,87.5,87.5
-179.5,72.5,60,70
-179.5,73.5,50,60
-179.5,74.5,50,60
-179.5,75.5,70,90
-179.5,76.5,80,90
-179.5,77.5,90,90
-179.5,78.5,80,90
-179.5,79.5,80,90
-179.5,80.5,80,90
-179.5,81.5,80,90
-179.5,82.5,80,70
-179.5,83.5,70,70
-179.5,84.5,70,50
-179.5,85.5,70,50
-179.5,86.5,50,50
-179.5,87.5,50,50
-179.5,88.5,60,70
-179.5,89.5,60,80
-178.5,-89.5,NA,NA
-178.5,-88.5,NA,NA
-178.5,-87.5,NA,NA
-178.5,-86.5,NA,NA
-178.5,-85.5,NA,NA
-178.5,-84.5,NA,NA
-178.5,-83.5,NA,NA
-178.5,-82.5,NA,NA
-178.5,-81.5,NA,NA
-178.5,-80.5,NA,NA
-178.5,-79.5,NA,NA
-178.5,-78.5,NA,NA
-178.5,-77.5,80,50
-178.5,-76.5,60,80
-178.5,-75.5,50,70
-178.5,-74.5,60,60
-178.5,-73.5,60,70
-178.5,-72.5,60,70
-178.5,-71.5,50,60
-178.5,-70.5,60,70
-178.5,-69.5,60,70
-178.5,-68.5,90,70
-178.5,-67.5,80,70
-178.5,-66.5,90,60
-178.5,-65.5,90,60
-178.5,-64.5,70,60
-178.5,-63.5,70,50
-178.5,-62.5,70,60
-178.5,-61.5,60,70
-178.5,-60.5,60,80
-178.5,-59.5,60,80
-178.5,-58.5,50,80
-178.5,-57.5,70,80
-178.5,-56.5,80,80
-178.5,-55.5,80,80
-178.5,-54.5,80,80
-178.5,-53.5,80,80
-178.5,-52.5,80,80
-178.5,-51.5,80,80
-178.5,-50.5,90,90
-178.5,-49.5,90,90
-178.5,-48.5,90,90
-178.5,-47.5,90,90
-178.5,-46.5,100,100
-178.5,-45.5,70,100
-178.5,-44.5,70,100
-178.5,-43.5,100,100
-178.5,-42.5,90,100
-178.5,-41.5,90,100
-178.5,-40.5,70,100
-178.5,-39.5,70,100
-178.5,-38.5,60,100
-178.5,-37.5,70,100
-178.5,-36.5,70,100
-178.5,-35.5,90,100
-178.5,-34.5,100,100
-178.5,-33.5,100,100
-178.5,-32.5,80,100
-178.5,-31.5,70,100
-178.5,-30.5,60,100
-178.5,-29.5,60,100
-178.5,-28.5,80,100
-178.5,-27.5,80,100
-178.5,-26.5,60,100
-178.5,-25.5,50,100
-178.5,-24.5,50,100
-178.5,-23.5,60,100
-178.5,-22.5,50,100
-178.5,-21.5,50,90
-178.5,-20.5,50,70
-178.5,-19.5,50,50
-178.5,-18.5,60,50
-178.5,-17.5,50,50
-178.5,-16.5,50,50
-178.5,-15.5,50,60
-178.5,-14.5,70,80
-178.5,-13.5,100,90
-178.5,-12.5,100,90
-178.5,-11.5,100,90
-178.5,-10.5,100,90
-178.5,-9.5,100,90
-178.5,-8.5,90,100
-178.5,-7.5,100,100
-178.5,-6.5,100,100
-178.5,-5.5,100,100
-178.5,-4.5,80,100
-178.5,-3.5,70,100
-178.5,-2.5,70,100
-178.5,-1.5,60,100
-178.5,-0.5,70,100
-178.5,0.5,80,100
-178.5,1.5,80,90
-178.5,2.5,70,90
-178.5,3.5,80,90
-178.5,4.5,70,90
-178.5,5.5,80,90
-178.5,6.5,90,90
-178.5,7.5,100,90
-178.5,8.5,100,100
-178.5,9.5,100,90
-178.5,10.5,100,90
-178.5,11.5,100,90
-178.5,12.5,100,90
-178.5,13.5,100,90
-178.5,14.5,90,80
-178.5,15.5,80,60
-178.5,16.5,80,60
-178.5,17.5,80,50
-178.5,18.5,60,50
-178.5,19.5,70,60
-178.5,20.5,80,70
-178.5,21.5,90,70
-178.5,22.5,90,70
-178.5,23.5,90,70
-178.5,24.5,100,90
-178.5,25.5,100,100
-178.5,26.5,100,100
-178.5,27.5,100,100
-178.5,28.5,100,100
-178.5,29.5,90,100
-178.5,30.5,90,100
-178.5,31.5,100,100
-178.5,32.5,100,100
-178.5,33.5,100,100
-178.5,34.5,100,100
-178.5,35.5,100,100
-178.5,36.5,100,100
-178.5,37.5,100,100
-178.5,38.5,100,100
-178.5,39.5,100,100
-178.5,40.5,100,100
-178.5,41.5,100,100
-178.5,42.5,100,100
-178.5,43.5,100,100
-178.5,44.5,100,100
-178.5,45.5,90,90
-178.5,46.5,100,100
-178.5,47.5,90,100
-178.5,48.5,90,90
-178.5,49.5,90,90
-178.5,50.5,100,90
-178.5,51.5,100,100
-178.5,52.5,100,90
-178.5,53.5,90,90
-178.5,54.5,90,90
-178.5,55.5,90,90
-178.5,56.5,90,90
-178.5,57.5,90,90
-178.5,58.5,100,90
-178.5,59.5,100,90
-178.5,60.5,90,100
-178.5,61.5,60,100
-178.5,62.5,50,60
-178.5,63.5,70,60
-178.5,64.5,80,80
-178.5,65.5,100,100
-178.5,66.5,100,100
-178.5,67.5,NA,NA
-178.5,68.5,100,100
-178.5,69.5,60,60
-178.5,70.5,80,60
-178.5,71.5,87.5,87.5
-178.5,72.5,60,70
-178.5,73.5,50,60
-178.5,74.5,50,60
-178.5,75.5,70,90
-178.5,76.5,80,90
-178.5,77.5,90,90
-178.5,78.5,90,90
-178.5,79.5,80,90
-178.5,80.5,80,90
-178.5,81.5,90,90
-178.5,82.5,80,70
-178.5,83.5,70,70
-178.5,84.5,70,60
-178.5,85.5,70,50
-178.5,86.5,50,50
-178.5,87.5,50,50
-178.5,88.5,60,70
-178.5,89.5,60,80
-177.5,-89.5,NA,NA
-177.5,-88.5,NA,NA
-177.5,-87.5,NA,NA
-177.5,-86.5,NA,NA
-177.5,-85.5,NA,NA
-177.5,-84.5,NA,NA
-177.5,-83.5,NA,NA
-177.5,-82.5,NA,NA
-177.5,-81.5,NA,NA
-177.5,-80.5,NA,NA
-177.5,-79.5,NA,NA
-177.5,-78.5,NA,NA
-177.5,-77.5,70,60
-177.5,-76.5,70,80
-177.5,-75.5,50,80
-177.5,-74.5,50,70
-177.5,-73.5,70,80
-177.5,-72.5,60,80
-177.5,-71.5,60,50
-177.5,-70.5,80,70
-177.5,-69.5,60,70
-177.5,-68.5,90,70
-177.5,-67.5,80,70
-177.5,-66.5,100,60
-177.5,-65.5,90,60
-177.5,-64.5,70,50
-177.5,-63.5,60,60
-177.5,-62.5,70,70
-177.5,-61.5,70,70
-177.5,-60.5,60,60
-177.5,-59.5,60,80
-177.5,-58.5,60,80
-177.5,-57.5,60,80
-177.5,-56.5,90,80
-177.5,-55.5,80,80
-177.5,-54.5,80,80
-177.5,-53.5,80,80
-177.5,-52.5,80,80
-177.5,-51.5,90,80
-177.5,-50.5,90,90
-177.5,-49.5,80,90
-177.5,-48.5,90,90
-177.5,-47.5,90,100
-177.5,-46.5,100,100
-177.5,-45.5,70,100
-177.5,-44.5,70,100
-177.5,-43.5,70,100
-177.5,-42.5,70,100
-177.5,-41.5,70,100
-177.5,-40.5,70,100
-177.5,-39.5,70,100
-177.5,-38.5,70,100
-177.5,-37.5,70,100
-177.5,-36.5,80,100
-177.5,-35.5,90,100
-177.5,-34.5,100,100
-177.5,-33.5,100,100
-177.5,-32.5,80,100
-177.5,-31.5,70,100
-177.5,-30.5,50,100
-177.5,-29.5,60,100
-177.5,-28.5,80,100
-177.5,-27.5,80,100
-177.5,-26.5,70,100
-177.5,-25.5,60,100
-177.5,-24.5,50,100
-177.5,-23.5,50,100
-177.5,-22.5,50,100
-177.5,-21.5,50,100
-177.5,-20.5,50,70
-177.5,-19.5,50,70
-177.5,-18.5,60,50
-177.5,-17.5,50,50
-177.5,-16.5,50,60
-177.5,-15.5,70,70
-177.5,-14.5,100,80
-177.5,-13.5,100,90
-177.5,-12.5,100,90
-177.5,-11.5,100,90
-177.5,-10.5,100,90
-177.5,-9.5,90,90
-177.5,-8.5,90,100
-177.5,-7.5,100,100
-177.5,-6.5,100,100
-177.5,-5.5,100,100
-177.5,-4.5,70,100
-177.5,-3.5,70,100
-177.5,-2.5,70,100
-177.5,-1.5,70,100
-177.5,-0.5,70,100
-177.5,0.5,80,100
-177.5,1.5,80,90
-177.5,2.5,70,90
-177.5,3.5,70,90
-177.5,4.5,80,90
-177.5,5.5,80,90
-177.5,6.5,80,90
-177.5,7.5,90,90
-177.5,8.5,100,90
-177.5,9.5,100,90
-177.5,10.5,100,90
-177.5,11.5,100,90
-177.5,12.5,100,90
-177.5,13.5,100,90
-177.5,14.5,100,80
-177.5,15.5,80,60
-177.5,16.5,80,60
-177.5,17.5,80,50
-177.5,18.5,60,50
-177.5,19.5,70,50
-177.5,20.5,80,70
-177.5,21.5,90,70
-177.5,22.5,90,70
-177.5,23.5,100,70
-177.5,24.5,100,90
-177.5,25.5,100,100
-177.5,26.5,100,100
-177.5,27.5,100,100
-177.5,28.5,100,100
-177.5,29.5,100,100
-177.5,30.5,90,100
-177.5,31.5,100,100
-177.5,32.5,100,100
-177.5,33.5,100,100
-177.5,34.5,100,100
-177.5,35.5,100,100
-177.5,36.5,100,100
-177.5,37.5,100,100
-177.5,38.5,100,100
-177.5,39.5,100,100
-177.5,40.5,100,100
-177.5,41.5,100,100
-177.5,42.5,100,100
-177.5,43.5,100,100
-177.5,44.5,100,100
-177.5,45.5,90,90
-177.5,46.5,90,90
-177.5,47.5,100,100
-177.5,48.5,100,100
-177.5,49.5,90,90
-177.5,50.5,100,90
-177.5,51.5,100,90
-177.5,52.5,100,100
-177.5,53.5,90,90
-177.5,54.5,90,90
-177.5,55.5,90,90
-177.5,56.5,90,90
-177.5,57.5,100,90
-177.5,58.5,90,90
-177.5,59.5,100,100
-177.5,60.5,80,100
-177.5,61.5,80,90
-177.5,62.5,60,70
-177.5,63.5,60,50
-177.5,64.5,80,90
-177.5,65.5,100,100
-177.5,66.5,NA,NA
-177.5,67.5,NA,NA
-177.5,68.5,100,100
-177.5,69.5,70,60
-177.5,70.5,70,70
-177.5,71.5,80,80
-177.5,72.5,60,70
-177.5,73.5,60,60
-177.5,74.5,50,60
-177.5,75.5,70,90
-177.5,76.5,80,90
-177.5,77.5,80,90
-177.5,78.5,90,90
-177.5,79.5,80,90
-177.5,80.5,90,90
-177.5,81.5,90,90
-177.5,82.5,80,70
-177.5,83.5,70,70
-177.5,84.5,70,60
-177.5,85.5,70,50
-177.5,86.5,50,50
-177.5,87.5,50,50
-177.5,88.5,60,70
-177.5,89.5,60,80
-176.5,-89.5,NA,NA
-176.5,-88.5,NA,NA
-176.5,-87.5,NA,NA
-176.5,-86.5,NA,NA
-176.5,-85.5,NA,NA
-176.5,-84.5,NA,NA
-176.5,-83.5,NA,NA
-176.5,-82.5,NA,NA
-176.5,-81.5,NA,NA
-176.5,-80.5,NA,NA
-176.5,-79.5,NA,NA
-176.5,-78.5,NA,NA
-176.5,-77.5,70,70
-176.5,-76.5,50,80
-176.5,-75.5,50,80
-176.5,-74.5,50,80
-176.5,-73.5,70,70
-176.5,-72.5,50,70
-176.5,-71.5,70,50
-176.5,-70.5,80,60
-176.5,-69.5,70,70
-176.5,-68.5,90,70
-176.5,-67.5,80,70
-176.5,-66.5,100,60
-176.5,-65.5,90,60
-176.5,-64.5,70,50
-176.5,-63.5,50,60
-176.5,-62.5,70,50
-176.5,-61.5,70,70
-176.5,-60.5,60,60
-176.5,-59.5,60,80
-176.5,-58.5,60,80
-176.5,-57.5,60,80
-176.5,-56.5,80,80
-176.5,-55.5,90,80
-176.5,-54.5,80,80
-176.5,-53.5,80,80
-176.5,-52.5,80,80
-176.5,-51.5,80,80
-176.5,-50.5,90,90
-176.5,-49.5,90,90
-176.5,-48.5,80,90
-176.5,-47.5,90,100
-176.5,-46.5,90,100
-176.5,-45.5,70,100
-176.5,-44.5,70,100
-176.5,-43.5,70,100
-176.5,-42.5,60,100
-176.5,-41.5,60,100
-176.5,-40.5,60,100
-176.5,-39.5,70,100
-176.5,-38.5,70,100
-176.5,-37.5,70,100
-176.5,-36.5,80,100
-176.5,-35.5,90,100
-176.5,-34.5,100,100
-176.5,-33.5,90,100
-176.5,-32.5,70,100
-176.5,-31.5,70,100
-176.5,-30.5,50,100
-176.5,-29.5,60,100
-176.5,-28.5,80,100
-176.5,-27.5,80,100
-176.5,-26.5,70,100
-176.5,-25.5,60,100
-176.5,-24.5,50,100
-176.5,-23.5,50,100
-176.5,-22.5,50,100
-176.5,-21.5,50,100
-176.5,-20.5,50,90
-176.5,-19.5,50,80
-176.5,-18.5,50,70
-176.5,-17.5,50,70
-176.5,-16.5,50,70
-176.5,-15.5,70,70
-176.5,-14.5,100,90
-176.5,-13.5,100,90
-176.5,-12.5,100,90
-176.5,-11.5,100,90
-176.5,-10.5,100,90
-176.5,-9.5,90,100
-176.5,-8.5,90,100
-176.5,-7.5,100,100
-176.5,-6.5,90,100
-176.5,-5.5,100,100
-176.5,-4.5,80,100
-176.5,-3.5,70,100
-176.5,-2.5,80,100
-176.5,-1.5,90,100
-176.5,-0.5,70,100
-176.5,0.5,80,100
-176.5,1.5,80,90
-176.5,2.5,70,90
-176.5,3.5,80,90
-176.5,4.5,70,90
-176.5,5.5,70,90
-176.5,6.5,80,90
-176.5,7.5,100,90
-176.5,8.5,100,100
-176.5,9.5,100,90
-176.5,10.5,100,90
-176.5,11.5,100,90
-176.5,12.5,100,90
-176.5,13.5,100,90
-176.5,14.5,100,80
-176.5,15.5,80,60
-176.5,16.5,80,60
-176.5,17.5,70,50
-176.5,18.5,60,50
-176.5,19.5,70,50
-176.5,20.5,80,60
-176.5,21.5,90,70
-176.5,22.5,100,70
-176.5,23.5,100,70
-176.5,24.5,100,90
-176.5,25.5,90,100
-176.5,26.5,100,100
-176.5,27.5,100,100
-176.5,28.5,100,100
-176.5,29.5,90,100
-176.5,30.5,90,100
-176.5,31.5,90,100
-176.5,32.5,100,100
-176.5,33.5,100,100
-176.5,34.5,100,100
-176.5,35.5,100,100
-176.5,36.5,100,100
-176.5,37.5,100,100
-176.5,38.5,100,100
-176.5,39.5,100,100
-176.5,40.5,100,100
-176.5,41.5,100,100
-176.5,42.5,100,100
-176.5,43.5,100,100
-176.5,44.5,100,100
-176.5,45.5,100,100
-176.5,46.5,100,100
-176.5,47.5,100,100
-176.5,48.5,100,100
-176.5,49.5,90,90
-176.5,50.5,90,90
-176.5,51.5,90,90
-176.5,52.5,90,90
-176.5,53.5,90,100
-176.5,54.5,90,90
-176.5,55.5,90,90
-176.5,56.5,100,90
-176.5,57.5,100,100
-176.5,58.5,100,90
-176.5,59.5,90,100
-176.5,60.5,90,90
-176.5,61.5,80,80
-176.5,62.5,70,80
-176.5,63.5,50,70
-176.5,64.5,80,80
-176.5,65.5,66.66666666666666,100
-176.5,66.5,NA,NA
-176.5,67.5,100,100
-176.5,68.5,75,75
-176.5,69.5,60,60
-176.5,70.5,60,60
-176.5,71.5,80,80
-176.5,72.5,50,70
-176.5,73.5,60,60
-176.5,74.5,50,60
-176.5,75.5,60,90
-176.5,76.5,80,90
-176.5,77.5,80,90
-176.5,78.5,80,90
-176.5,79.5,80,90
-176.5,80.5,90,90
-176.5,81.5,90,90
-176.5,82.5,90,70
-176.5,83.5,70,70
-176.5,84.5,70,60
-176.5,85.5,70,50
-176.5,86.5,50,50
-176.5,87.5,50,50
-176.5,88.5,60,70
-176.5,89.5,60,80
-175.5,-89.5,NA,NA
-175.5,-88.5,NA,NA
-175.5,-87.5,NA,NA
-175.5,-86.5,NA,NA
-175.5,-85.5,NA,NA
-175.5,-84.5,NA,NA
-175.5,-83.5,NA,NA
-175.5,-82.5,NA,NA
-175.5,-81.5,NA,NA
-175.5,-80.5,NA,NA
-175.5,-79.5,NA,NA
-175.5,-78.5,NA,NA
-175.5,-77.5,70,50
-175.5,-76.5,60,80
-175.5,-75.5,50,80
-175.5,-74.5,60,70
-175.5,-73.5,50,50
-175.5,-72.5,60,50
-175.5,-71.5,80,60
-175.5,-70.5,80,70
-175.5,-69.5,80,80
-175.5,-68.5,90,80
-175.5,-67.5,80,70
-175.5,-66.5,90,70
-175.5,-65.5,90,60
-175.5,-64.5,80,50
-175.5,-63.5,50,60
-175.5,-62.5,70,50
-175.5,-61.5,70,80
-175.5,-60.5,60,80
-175.5,-59.5,60,80
-175.5,-58.5,60,80
-175.5,-57.5,60,80
-175.5,-56.5,80,80
-175.5,-55.5,80,80
-175.5,-54.5,80,80
-175.5,-53.5,80,80
-175.5,-52.5,90,80
-175.5,-51.5,90,90
-175.5,-50.5,90,90
-175.5,-49.5,90,90
-175.5,-48.5,90,100
-175.5,-47.5,90,100
-175.5,-46.5,90,100
-175.5,-45.5,70,100
-175.5,-44.5,70,100
-175.5,-43.5,60,100
-175.5,-42.5,60,100
-175.5,-41.5,70,100
-175.5,-40.5,70,100
-175.5,-39.5,70,100
-175.5,-38.5,70,100
-175.5,-37.5,70,100
-175.5,-36.5,80,100
-175.5,-35.5,80,100
-175.5,-34.5,100,100
-175.5,-33.5,80,100
-175.5,-32.5,70,100
-175.5,-31.5,60,100
-175.5,-30.5,60,100
-175.5,-29.5,80,100
-175.5,-28.5,70,100
-175.5,-27.5,80,100
-175.5,-26.5,90,100
-175.5,-25.5,70,100
-175.5,-24.5,60,100
-175.5,-23.5,50,100
-175.5,-22.5,50,100
-175.5,-21.5,50,100
-175.5,-20.5,50,90
-175.5,-19.5,50,80
-175.5,-18.5,50,80
-175.5,-17.5,50,70
-175.5,-16.5,60,70
-175.5,-15.5,70,80
-175.5,-14.5,90,90
-175.5,-13.5,100,90
-175.5,-12.5,100,90
-175.5,-11.5,100,90
-175.5,-10.5,100,100
-175.5,-9.5,90,100
-175.5,-8.5,90,100
-175.5,-7.5,100,100
-175.5,-6.5,90,100
-175.5,-5.5,90,100
-175.5,-4.5,80,100
-175.5,-3.5,70,100
-175.5,-2.5,80,100
-175.5,-1.5,90,100
-175.5,-0.5,90,100
-175.5,0.5,80,100
-175.5,1.5,80,90
-175.5,2.5,70,90
-175.5,3.5,80,90
-175.5,4.5,70,90
-175.5,5.5,70,90
-175.5,6.5,70,90
-175.5,7.5,100,90
-175.5,8.5,100,90
-175.5,9.5,100,90
-175.5,10.5,100,90
-175.5,11.5,100,90
-175.5,12.5,100,90
-175.5,13.5,100,90
-175.5,14.5,90,80
-175.5,15.5,80,60
-175.5,16.5,80,60
-175.5,17.5,70,50
-175.5,18.5,60,50
-175.5,19.5,70,50
-175.5,20.5,80,60
-175.5,21.5,90,70
-175.5,22.5,100,70
-175.5,23.5,100,70
-175.5,24.5,100,90
-175.5,25.5,100,100
-175.5,26.5,100,100
-175.5,27.5,100,100
-175.5,28.5,90,100
-175.5,29.5,90,100
-175.5,30.5,90,100
-175.5,31.5,90,100
-175.5,32.5,100,100
-175.5,33.5,100,100
-175.5,34.5,100,100
-175.5,35.5,100,100
-175.5,36.5,100,100
-175.5,37.5,100,100
-175.5,38.5,100,100
-175.5,39.5,100,100
-175.5,40.5,100,100
-175.5,41.5,100,100
-175.5,42.5,100,100
-175.5,43.5,100,100
-175.5,44.5,100,100
-175.5,45.5,90,90
-175.5,46.5,100,100
-175.5,47.5,100,90
-175.5,48.5,100,90
-175.5,49.5,90,90
-175.5,50.5,90,90
-175.5,51.5,90,90
-175.5,52.5,100,90
-175.5,53.5,100,100
-175.5,54.5,90,90
-175.5,55.5,90,90
-175.5,56.5,90,90
-175.5,57.5,100,90
-175.5,58.5,100,90
-175.5,59.5,80,100
-175.5,60.5,70,90
-175.5,61.5,90,80
-175.5,62.5,80,70
-175.5,63.5,50,70
-175.5,64.5,87.5,87.5
-175.5,65.5,100,100
-175.5,66.5,NA,NA
-175.5,67.5,100,100
-175.5,68.5,60,60
-175.5,69.5,60,50
-175.5,70.5,60,50
-175.5,71.5,70,80
-175.5,72.5,50,70
-175.5,73.5,60,50
-175.5,74.5,50,60
-175.5,75.5,60,90
-175.5,76.5,80,90
-175.5,77.5,80,90
-175.5,78.5,80,90
-175.5,79.5,80,90
-175.5,80.5,90,90
-175.5,81.5,90,90
-175.5,82.5,90,70
-175.5,83.5,70,70
-175.5,84.5,70,60
-175.5,85.5,70,50
-175.5,86.5,50,50
-175.5,87.5,50,50
-175.5,88.5,60,70
-175.5,89.5,60,80
-174.5,-89.5,NA,NA
-174.5,-88.5,NA,NA
-174.5,-87.5,NA,NA
-174.5,-86.5,NA,NA
-174.5,-85.5,NA,NA
-174.5,-84.5,NA,NA
-174.5,-83.5,NA,NA
-174.5,-82.5,NA,NA
-174.5,-81.5,NA,NA
-174.5,-80.5,NA,NA
-174.5,-79.5,NA,NA
-174.5,-78.5,NA,NA
-174.5,-77.5,80,50
-174.5,-76.5,60,80
-174.5,-75.5,60,80
-174.5,-74.5,60,70
-174.5,-73.5,70,60
-174.5,-72.5,70,60
-174.5,-71.5,70,50
-174.5,-70.5,80,50
-174.5,-69.5,80,80
-174.5,-68.5,90,80
-174.5,-67.5,90,70
-174.5,-66.5,80,70
-174.5,-65.5,90,60
-174.5,-64.5,90,50
-174.5,-63.5,50,60
-174.5,-62.5,70,50
-174.5,-61.5,70,80
-174.5,-60.5,60,80
-174.5,-59.5,50,80
-174.5,-58.5,60,80
-174.5,-57.5,70,80
-174.5,-56.5,90,80
-174.5,-55.5,80,80
-174.5,-54.5,80,80
-174.5,-53.5,80,80
-174.5,-52.5,90,90
-174.5,-51.5,80,80
-174.5,-50.5,90,90
-174.5,-49.5,90,90
-174.5,-48.5,90,90
-174.5,-47.5,90,100
-174.5,-46.5,90,100
-174.5,-45.5,70,100
-174.5,-44.5,60,100
-174.5,-43.5,60,100
-174.5,-42.5,60,100
-174.5,-41.5,70,100
-174.5,-40.5,70,100
-174.5,-39.5,70,100
-174.5,-38.5,70,100
-174.5,-37.5,70,100
-174.5,-36.5,80,100
-174.5,-35.5,80,100
-174.5,-34.5,70,100
-174.5,-33.5,90,100
-174.5,-32.5,70,100
-174.5,-31.5,60,100
-174.5,-30.5,50,100
-174.5,-29.5,70,100
-174.5,-28.5,90,100
-174.5,-27.5,90,100
-174.5,-26.5,90,100
-174.5,-25.5,80,100
-174.5,-24.5,70,100
-174.5,-23.5,60,100
-174.5,-22.5,60,100
-174.5,-21.5,50,100
-174.5,-20.5,50,90
-174.5,-19.5,50,80
-174.5,-18.5,50,80
-174.5,-17.5,50,70
-174.5,-16.5,60,70
-174.5,-15.5,70,80
-174.5,-14.5,90,90
-174.5,-13.5,100,90
-174.5,-12.5,100,90
-174.5,-11.5,100,90
-174.5,-10.5,100,100
-174.5,-9.5,100,100
-174.5,-8.5,90,100
-174.5,-7.5,100,100
-174.5,-6.5,90,100
-174.5,-5.5,90,100
-174.5,-4.5,70,100
-174.5,-3.5,70,100
-174.5,-2.5,80,100
-174.5,-1.5,90,100
-174.5,-0.5,90,100
-174.5,0.5,80,100
-174.5,1.5,80,90
-174.5,2.5,60,90
-174.5,3.5,80,90
-174.5,4.5,70,90
-174.5,5.5,80,90
-174.5,6.5,90,90
-174.5,7.5,100,90
-174.5,8.5,100,90
-174.5,9.5,100,90
-174.5,10.5,100,90
-174.5,11.5,100,90
-174.5,12.5,100,90
-174.5,13.5,100,90
-174.5,14.5,90,80
-174.5,15.5,80,60
-174.5,16.5,80,60
-174.5,17.5,70,50
-174.5,18.5,60,50
-174.5,19.5,70,60
-174.5,20.5,80,60
-174.5,21.5,90,70
-174.5,22.5,100,70
-174.5,23.5,100,70
-174.5,24.5,100,90
-174.5,25.5,90,100
-174.5,26.5,100,100
-174.5,27.5,90,100
-174.5,28.5,100,100
