x,y,rel_change_mean00_ssp126,rel_change_mean00_ssp585
43.5,26.5,NA,NA
43.5,27.5,NA,NA
43.5,28.5,NA,NA
43.5,29.5,NA,NA
43.5,30.5,NA,NA
43.5,31.5,NA,NA
43.5,32.5,NA,NA
43.5,33.5,NA,NA
43.5,34.5,NA,NA
43.5,35.5,NA,NA
43.5,36.5,NA,NA
43.5,37.5,NA,NA
43.5,38.5,NA,NA
43.5,39.5,NA,NA
43.5,40.5,NA,NA
43.5,41.5,NA,NA
43.5,42.5,NA,NA
43.5,43.5,NA,NA
43.5,44.5,NA,NA
43.5,45.5,NA,NA
43.5,46.5,NA,NA
43.5,47.5,NA,NA
43.5,48.5,NA,NA
43.5,49.5,NA,NA
43.5,50.5,NA,NA
43.5,51.5,NA,NA
43.5,52.5,NA,NA
43.5,53.5,NA,NA
43.5,54.5,NA,NA
43.5,55.5,NA,NA
43.5,56.5,NA,NA
43.5,57.5,NA,NA
43.5,58.5,NA,NA
43.5,59.5,NA,NA
43.5,60.5,NA,NA
43.5,61.5,NA,NA
43.5,62.5,NA,NA
43.5,63.5,NA,NA
43.5,64.5,NA,NA
43.5,65.5,NA,NA
43.5,66.5,100,100
43.5,67.5,80,90
43.5,68.5,75,75
43.5,69.5,90,90
43.5,70.5,80,90
43.5,71.5,80,90
43.5,72.5,80,90
43.5,73.5,90,90
43.5,74.5,80,80
43.5,75.5,70,90
43.5,76.5,80,80
43.5,77.5,70,70
43.5,78.5,60,50
43.5,79.5,50,50
43.5,80.5,50,50
43.5,81.5,60,50
43.5,82.5,50,60
43.5,83.5,50,60
43.5,84.5,60,60
43.5,85.5,60,60
43.5,86.5,60,60
43.5,87.5,60,70
43.5,88.5,70,70
43.5,89.5,60,90
44.5,-89.5,NA,NA
44.5,-88.5,NA,NA
44.5,-87.5,NA,NA
44.5,-86.5,NA,NA
44.5,-85.5,NA,NA
44.5,-84.5,NA,NA
44.5,-83.5,NA,NA
44.5,-82.5,NA,NA
44.5,-81.5,NA,NA
44.5,-80.5,NA,NA
44.5,-79.5,NA,NA
44.5,-78.5,NA,NA
44.5,-77.5,NA,NA
44.5,-76.5,NA,NA
44.5,-75.5,NA,NA
44.5,-74.5,NA,NA
44.5,-73.5,NA,NA
44.5,-72.5,NA,NA
44.5,-71.5,NA,NA
44.5,-70.5,NA,NA
44.5,-69.5,NA,NA
44.5,-68.5,NA,NA
44.5,-67.5,70,60
44.5,-66.5,80,80
44.5,-65.5,60,80
44.5,-64.5,60,70
44.5,-63.5,50,80
44.5,-62.5,60,60
44.5,-61.5,60,60
44.5,-60.5,70,70
44.5,-59.5,80,80
44.5,-58.5,80,90
44.5,-57.5,100,90
44.5,-56.5,100,90
44.5,-55.5,90,80
44.5,-54.5,90,100
44.5,-53.5,100,90
44.5,-52.5,100,80
44.5,-51.5,100,90
44.5,-50.5,80,80
44.5,-49.5,100,100
44.5,-48.5,90,90
44.5,-47.5,90,100
44.5,-46.5,80,70
44.5,-45.5,80,70
44.5,-44.5,100,80
44.5,-43.5,80,80
44.5,-42.5,80,80
44.5,-41.5,80,90
44.5,-40.5,80,90
44.5,-39.5,50,60
44.5,-38.5,50,70
44.5,-37.5,50,100
44.5,-36.5,50,100
44.5,-35.5,70,100
44.5,-34.5,60,100
44.5,-33.5,70,100
44.5,-32.5,60,100
44.5,-31.5,60,100
44.5,-30.5,60,100
44.5,-29.5,70,100
44.5,-28.5,50,90
44.5,-27.5,50,80
44.5,-26.5,50,50
44.5,-25.5,62.5,62.5
44.5,-24.5,NA,NA
44.5,-23.5,NA,NA
44.5,-22.5,NA,NA
44.5,-21.5,NA,NA
44.5,-20.5,100,100
44.5,-19.5,100,100
44.5,-18.5,NA,NA
44.5,-17.5,NA,NA
44.5,-16.5,100,100
44.5,-15.5,50,60
44.5,-14.5,60,50
44.5,-13.5,60,60
44.5,-12.5,50,50
44.5,-11.5,50,60
44.5,-10.5,50,70
44.5,-9.5,50,80
44.5,-8.5,50,90
44.5,-7.5,50,100
44.5,-6.5,50,100
44.5,-5.5,50,100
44.5,-4.5,50,100
44.5,-3.5,50,100
44.5,-2.5,60,100
44.5,-1.5,70,100
44.5,-0.5,80,100
44.5,0.5,70,100
44.5,1.5,100,100
44.5,2.5,NA,NA
44.5,3.5,NA,NA
44.5,4.5,NA,NA
44.5,5.5,NA,NA
44.5,6.5,NA,NA
44.5,7.5,NA,NA
44.5,8.5,NA,NA
44.5,9.5,NA,NA
44.5,10.5,100,100
44.5,11.5,90,100
44.5,12.5,100,100
44.5,13.5,NA,NA
44.5,14.5,NA,NA
44.5,15.5,NA,NA
44.5,16.5,NA,NA
44.5,17.5,NA,NA
44.5,18.5,NA,NA
44.5,19.5,NA,NA
44.5,20.5,NA,NA
44.5,21.5,NA,NA
44.5,22.5,NA,NA
44.5,23.5,NA,NA
44.5,24.5,NA,NA
44.5,25.5,NA,NA
44.5,26.5,NA,NA
44.5,27.5,NA,NA
44.5,28.5,NA,NA
44.5,29.5,NA,NA
44.5,30.5,NA,NA
44.5,31.5,NA,NA
44.5,32.5,NA,NA
44.5,33.5,NA,NA
44.5,34.5,NA,NA
44.5,35.5,NA,NA
44.5,36.5,NA,NA
44.5,37.5,NA,NA
44.5,38.5,NA,NA
44.5,39.5,NA,NA
44.5,40.5,NA,NA
44.5,41.5,NA,NA
44.5,42.5,NA,NA
44.5,43.5,NA,NA
44.5,44.5,NA,NA
44.5,45.5,NA,NA
44.5,46.5,NA,NA
44.5,47.5,NA,NA
44.5,48.5,NA,NA
44.5,49.5,NA,NA
44.5,50.5,NA,NA
44.5,51.5,NA,NA
44.5,52.5,NA,NA
44.5,53.5,NA,NA
44.5,54.5,NA,NA
44.5,55.5,NA,NA
44.5,56.5,NA,NA
44.5,57.5,NA,NA
44.5,58.5,NA,NA
44.5,59.5,NA,NA
44.5,60.5,NA,NA
44.5,61.5,NA,NA
44.5,62.5,NA,NA
44.5,63.5,NA,NA
44.5,64.5,NA,NA
44.5,65.5,NA,NA
44.5,66.5,100,100
44.5,67.5,75,75
44.5,68.5,87.5,87.5
44.5,69.5,90,90
44.5,70.5,80,90
44.5,71.5,70,70
44.5,72.5,80,90
44.5,73.5,80,90
44.5,74.5,80,80
44.5,75.5,70,80
44.5,76.5,80,80
44.5,77.5,70,70
44.5,78.5,60,50
44.5,79.5,60,60
44.5,80.5,50,70
44.5,81.5,60,50
44.5,82.5,50,60
44.5,83.5,50,60
44.5,84.5,60,60
44.5,85.5,60,60
44.5,86.5,60,60
44.5,87.5,60,70
44.5,88.5,70,80
44.5,89.5,60,90
45.5,-89.5,NA,NA
45.5,-88.5,NA,NA
45.5,-87.5,NA,NA
45.5,-86.5,NA,NA
45.5,-85.5,NA,NA
45.5,-84.5,NA,NA
45.5,-83.5,NA,NA
45.5,-82.5,NA,NA
45.5,-81.5,NA,NA
45.5,-80.5,NA,NA
45.5,-79.5,NA,NA
45.5,-78.5,NA,NA
45.5,-77.5,NA,NA
45.5,-76.5,NA,NA
45.5,-75.5,NA,NA
45.5,-74.5,NA,NA
45.5,-73.5,NA,NA
45.5,-72.5,NA,NA
45.5,-71.5,NA,NA
45.5,-70.5,NA,NA
45.5,-69.5,NA,NA
45.5,-68.5,NA,NA
45.5,-67.5,57.14285714285714,57.14285714285714
45.5,-66.5,90,80
45.5,-65.5,60,80
45.5,-64.5,80,90
45.5,-63.5,60,90
45.5,-62.5,60,60
45.5,-61.5,60,60
45.5,-60.5,70,70
45.5,-59.5,90,80
45.5,-58.5,90,90
45.5,-57.5,100,90
45.5,-56.5,100,90
45.5,-55.5,80,80
45.5,-54.5,100,90
45.5,-53.5,100,90
45.5,-52.5,100,80
45.5,-51.5,100,80
45.5,-50.5,80,80
45.5,-49.5,90,80
45.5,-48.5,90,90
45.5,-47.5,100,100
45.5,-46.5,80,70
45.5,-45.5,100,70
45.5,-44.5,100,90
45.5,-43.5,90,80
45.5,-42.5,80,80
45.5,-41.5,90,90
45.5,-40.5,60,80
45.5,-39.5,50,60
45.5,-38.5,50,70
45.5,-37.5,60,100
45.5,-36.5,60,100
45.5,-35.5,50,100
45.5,-34.5,70,100
45.5,-33.5,70,100
45.5,-32.5,60,100
45.5,-31.5,60,100
45.5,-30.5,60,100
45.5,-29.5,50,100
45.5,-28.5,60,100
45.5,-27.5,60,90
45.5,-26.5,50,50
45.5,-25.5,66.66666666666666,100
45.5,-24.5,NA,NA
45.5,-23.5,NA,NA
45.5,-22.5,NA,NA
45.5,-21.5,NA,NA
45.5,-20.5,NA,NA
45.5,-19.5,NA,NA
45.5,-18.5,NA,NA
45.5,-17.5,NA,NA
45.5,-16.5,NA,NA
45.5,-15.5,60,50
45.5,-14.5,50,50
45.5,-13.5,60,60
45.5,-12.5,50,60
45.5,-11.5,50,60
45.5,-10.5,50,70
45.5,-9.5,50,90
45.5,-8.5,50,90
45.5,-7.5,50,100
45.5,-6.5,50,100
45.5,-5.5,50,100
45.5,-4.5,50,100
45.5,-3.5,60,100
45.5,-2.5,70,100
45.5,-1.5,50,100
45.5,-0.5,80,100
45.5,0.5,80,100
45.5,1.5,100,100
45.5,2.5,100,100
45.5,3.5,NA,NA
45.5,4.5,NA,NA
45.5,5.5,NA,NA
45.5,6.5,NA,NA
45.5,7.5,NA,NA
45.5,8.5,NA,NA
45.5,9.5,NA,NA
45.5,10.5,100,100
45.5,11.5,100,100
45.5,12.5,100,100
45.5,13.5,100,100
45.5,14.5,NA,NA
45.5,15.5,NA,NA
45.5,16.5,NA,NA
45.5,17.5,NA,NA
45.5,18.5,NA,NA
45.5,19.5,NA,NA
45.5,20.5,NA,NA
45.5,21.5,NA,NA
45.5,22.5,NA,NA
45.5,23.5,NA,NA
45.5,24.5,NA,NA
45.5,25.5,NA,NA
45.5,26.5,NA,NA
45.5,27.5,NA,NA
45.5,28.5,NA,NA
45.5,29.5,NA,NA
45.5,30.5,NA,NA
45.5,31.5,NA,NA
45.5,32.5,NA,NA
45.5,33.5,NA,NA
45.5,34.5,NA,NA
45.5,35.5,NA,NA
45.5,36.5,NA,NA
45.5,37.5,NA,NA
45.5,38.5,NA,NA
45.5,39.5,NA,NA
45.5,40.5,NA,NA
45.5,41.5,NA,NA
45.5,42.5,NA,NA
45.5,43.5,NA,NA
45.5,44.5,NA,NA
45.5,45.5,NA,NA
45.5,46.5,NA,NA
45.5,47.5,NA,NA
45.5,48.5,NA,NA
45.5,49.5,NA,NA
45.5,50.5,NA,NA
45.5,51.5,NA,NA
45.5,52.5,NA,NA
45.5,53.5,NA,NA
45.5,54.5,NA,NA
45.5,55.5,NA,NA
45.5,56.5,NA,NA
45.5,57.5,NA,NA
45.5,58.5,NA,NA
45.5,59.5,NA,NA
45.5,60.5,NA,NA
45.5,61.5,NA,NA
45.5,62.5,NA,NA
45.5,63.5,NA,NA
45.5,64.5,NA,NA
45.5,65.5,NA,NA
45.5,66.5,100,100
45.5,67.5,75,87.5
45.5,68.5,87.5,87.5
45.5,69.5,70,90
45.5,70.5,70,90
45.5,71.5,80,70
45.5,72.5,90,90
45.5,73.5,80,90
45.5,74.5,70,80
45.5,75.5,50,80
45.5,76.5,70,80
45.5,77.5,80,70
45.5,78.5,50,50
45.5,79.5,60,60
45.5,80.5,50,50
45.5,81.5,60,50
45.5,82.5,50,60
45.5,83.5,50,60
45.5,84.5,50,60
45.5,85.5,60,60
45.5,86.5,60,60
45.5,87.5,60,70
45.5,88.5,70,80
45.5,89.5,60,90
46.5,-89.5,NA,NA
46.5,-88.5,NA,NA
46.5,-87.5,NA,NA
46.5,-86.5,NA,NA
46.5,-85.5,NA,NA
46.5,-84.5,NA,NA
46.5,-83.5,NA,NA
46.5,-82.5,NA,NA
46.5,-81.5,NA,NA
46.5,-80.5,NA,NA
46.5,-79.5,NA,NA
46.5,-78.5,NA,NA
46.5,-77.5,NA,NA
46.5,-76.5,NA,NA
46.5,-75.5,NA,NA
46.5,-74.5,NA,NA
46.5,-73.5,NA,NA
46.5,-72.5,NA,NA
46.5,-71.5,NA,NA
46.5,-70.5,NA,NA
46.5,-69.5,NA,NA
46.5,-68.5,NA,NA
46.5,-67.5,66.66666666666666,66.66666666666666
46.5,-66.5,90,90
46.5,-65.5,60,90
46.5,-64.5,50,100
46.5,-63.5,60,90
46.5,-62.5,60,50
46.5,-61.5,60,60
46.5,-60.5,70,70
46.5,-59.5,80,80
46.5,-58.5,90,90
46.5,-57.5,90,90
46.5,-56.5,100,90
46.5,-55.5,80,90
46.5,-54.5,100,90
46.5,-53.5,100,90
46.5,-52.5,100,80
46.5,-51.5,100,90
46.5,-50.5,80,80
46.5,-49.5,90,80
46.5,-48.5,100,90
46.5,-47.5,90,90
46.5,-46.5,90,60
46.5,-45.5,90,70
46.5,-44.5,100,80
46.5,-43.5,90,90
46.5,-42.5,80,80
46.5,-41.5,80,90
46.5,-40.5,50,80
46.5,-39.5,50,70
46.5,-38.5,50,70
46.5,-37.5,50,100
46.5,-36.5,70,100
46.5,-35.5,60,100
46.5,-34.5,70,100
46.5,-33.5,50,100
46.5,-32.5,60,100
46.5,-31.5,60,100
46.5,-30.5,60,100
46.5,-29.5,50,100
46.5,-28.5,50,100
46.5,-27.5,50,90
46.5,-26.5,50,70
46.5,-25.5,100,100
46.5,-24.5,NA,NA
46.5,-23.5,NA,NA
46.5,-22.5,NA,NA
46.5,-21.5,NA,NA
46.5,-20.5,NA,NA
46.5,-19.5,NA,NA
46.5,-18.5,NA,NA
46.5,-17.5,NA,NA
46.5,-16.5,NA,NA
46.5,-15.5,100,100
46.5,-14.5,50,60
46.5,-13.5,50,60
46.5,-12.5,60,60
46.5,-11.5,50,60
46.5,-10.5,50,70
46.5,-9.5,50,90
46.5,-8.5,50,90
46.5,-7.5,50,90
46.5,-6.5,50,100
46.5,-5.5,50,100
46.5,-4.5,50,100
46.5,-3.5,60,100
46.5,-2.5,70,100
46.5,-1.5,60,100
46.5,-0.5,70,100
46.5,0.5,90,100
46.5,1.5,70,100
46.5,2.5,100,100
46.5,3.5,100,100
46.5,4.5,NA,NA
46.5,5.5,NA,NA
46.5,6.5,NA,NA
46.5,7.5,NA,NA
46.5,8.5,NA,NA
46.5,9.5,NA,NA
46.5,10.5,100,100
46.5,11.5,90,100
46.5,12.5,100,100
46.5,13.5,100,100
46.5,14.5,NA,NA
46.5,15.5,NA,NA
46.5,16.5,NA,NA
46.5,17.5,NA,NA
46.5,18.5,NA,NA
46.5,19.5,NA,NA
46.5,20.5,NA,NA
46.5,21.5,NA,NA
46.5,22.5,NA,NA
46.5,23.5,NA,NA
46.5,24.5,NA,NA
46.5,25.5,NA,NA
46.5,26.5,NA,NA
46.5,27.5,NA,NA
46.5,28.5,NA,NA
46.5,29.5,NA,NA
46.5,30.5,NA,NA
46.5,31.5,NA,NA
46.5,32.5,NA,NA
46.5,33.5,NA,NA
46.5,34.5,NA,NA
46.5,35.5,NA,NA
46.5,36.5,NA,NA
46.5,37.5,NA,NA
46.5,38.5,NA,NA
46.5,39.5,NA,NA
46.5,40.5,NA,NA
46.5,41.5,NA,NA
46.5,42.5,NA,NA
46.5,43.5,NA,NA
46.5,44.5,NA,NA
46.5,45.5,NA,NA
46.5,46.5,NA,NA
46.5,47.5,NA,NA
46.5,48.5,NA,NA
46.5,49.5,NA,NA
46.5,50.5,NA,NA
46.5,51.5,NA,NA
46.5,52.5,NA,NA
46.5,53.5,NA,NA
46.5,54.5,NA,NA
46.5,55.5,NA,NA
46.5,56.5,NA,NA
46.5,57.5,NA,NA
46.5,58.5,NA,NA
46.5,59.5,NA,NA
46.5,60.5,NA,NA
46.5,61.5,NA,NA
46.5,62.5,NA,NA
46.5,63.5,NA,NA
46.5,64.5,NA,NA
46.5,65.5,NA,NA
46.5,66.5,66.66666666666666,100
46.5,67.5,87.5,87.5
46.5,68.5,87.5,87.5
46.5,69.5,90,80
46.5,70.5,70,90
46.5,71.5,60,80
46.5,72.5,90,90
46.5,73.5,80,90
46.5,74.5,60,80
46.5,75.5,70,80
46.5,76.5,70,80
46.5,77.5,70,70
46.5,78.5,50,60
46.5,79.5,60,60
46.5,80.5,50,50
46.5,81.5,60,50
46.5,82.5,60,60
46.5,83.5,50,60
46.5,84.5,50,60
46.5,85.5,60,60
46.5,86.5,60,60
46.5,87.5,60,70
46.5,88.5,70,80
46.5,89.5,60,90
47.5,-89.5,NA,NA
47.5,-88.5,NA,NA
47.5,-87.5,NA,NA
47.5,-86.5,NA,NA
47.5,-85.5,NA,NA
47.5,-84.5,NA,NA
47.5,-83.5,NA,NA
47.5,-82.5,NA,NA
47.5,-81.5,NA,NA
47.5,-80.5,NA,NA
47.5,-79.5,NA,NA
47.5,-78.5,NA,NA
47.5,-77.5,NA,NA
47.5,-76.5,NA,NA
47.5,-75.5,NA,NA
47.5,-74.5,NA,NA
47.5,-73.5,NA,NA
47.5,-72.5,NA,NA
47.5,-71.5,NA,NA
47.5,-70.5,NA,NA
47.5,-69.5,NA,NA
47.5,-68.5,NA,NA
47.5,-67.5,66.66666666666666,66.66666666666666
47.5,-66.5,90,90
47.5,-65.5,60,90
47.5,-64.5,50,100
47.5,-63.5,60,80
47.5,-62.5,60,50
47.5,-61.5,50,70
47.5,-60.5,60,70
47.5,-59.5,90,80
47.5,-58.5,90,90
47.5,-57.5,90,90
47.5,-56.5,90,90
47.5,-55.5,100,80
47.5,-54.5,100,90
47.5,-53.5,100,90
47.5,-52.5,100,80
47.5,-51.5,90,90
47.5,-50.5,80,80
47.5,-49.5,90,80
47.5,-48.5,100,90
47.5,-47.5,90,80
47.5,-46.5,70,60
47.5,-45.5,80,60
47.5,-44.5,90,70
47.5,-43.5,90,80
47.5,-42.5,70,80
47.5,-41.5,80,90
47.5,-40.5,50,80
47.5,-39.5,50,60
47.5,-38.5,50,70
47.5,-37.5,60,100
47.5,-36.5,60,100
47.5,-35.5,50,100
47.5,-34.5,50,100
47.5,-33.5,50,100
47.5,-32.5,60,100
47.5,-31.5,60,100
47.5,-30.5,50,90
47.5,-29.5,50,100
47.5,-28.5,60,100
47.5,-27.5,60,100
47.5,-26.5,50,90
47.5,-25.5,50,60
47.5,-24.5,100,100
47.5,-23.5,100,100
47.5,-22.5,66.66666666666666,100
47.5,-21.5,NA,NA
47.5,-20.5,NA,NA
47.5,-19.5,NA,NA
47.5,-18.5,NA,NA
47.5,-17.5,NA,NA
47.5,-16.5,NA,NA
47.5,-15.5,66.66666666666666,100
47.5,-14.5,75,50
47.5,-13.5,50,60
47.5,-12.5,50,60
47.5,-11.5,50,60
47.5,-10.5,50,80
47.5,-9.5,60,90
47.5,-8.5,50,90
47.5,-7.5,50,90
47.5,-6.5,50,100
47.5,-5.5,50,100
47.5,-4.5,50,100
47.5,-3.5,60,100
47.5,-2.5,50,100
47.5,-1.5,60,100
47.5,-0.5,70,100
47.5,0.5,90,100
47.5,1.5,80,100
47.5,2.5,60,100
47.5,3.5,100,100
47.5,4.5,100,100
47.5,5.5,NA,NA
47.5,6.5,NA,NA
47.5,7.5,NA,NA
47.5,8.5,NA,NA
47.5,9.5,NA,NA
47.5,10.5,100,100
47.5,11.5,87.5,87.5
47.5,12.5,90,90
47.5,13.5,100,100
47.5,14.5,NA,NA
47.5,15.5,NA,NA
47.5,16.5,NA,NA
47.5,17.5,NA,NA
47.5,18.5,NA,NA
47.5,19.5,NA,NA
47.5,20.5,NA,NA
47.5,21.5,NA,NA
47.5,22.5,NA,NA
47.5,23.5,NA,NA
47.5,24.5,NA,NA
47.5,25.5,NA,NA
47.5,26.5,NA,NA
47.5,27.5,NA,NA
47.5,28.5,NA,NA
47.5,29.5,NA,NA
47.5,30.5,100,100
47.5,31.5,NA,NA
47.5,32.5,NA,NA
47.5,33.5,NA,NA
47.5,34.5,NA,NA
47.5,35.5,NA,NA
47.5,36.5,NA,NA
47.5,37.5,NA,NA
47.5,38.5,NA,NA
47.5,39.5,NA,NA
47.5,40.5,NA,NA
47.5,41.5,NA,NA
47.5,42.5,NA,NA
47.5,43.5,NA,NA
47.5,44.5,NA,NA
47.5,45.5,NA,NA
47.5,46.5,NA,NA
47.5,47.5,NA,NA
47.5,48.5,NA,NA
47.5,49.5,NA,NA
47.5,50.5,NA,NA
47.5,51.5,NA,NA
47.5,52.5,NA,NA
47.5,53.5,NA,NA
47.5,54.5,NA,NA
47.5,55.5,NA,NA
47.5,56.5,NA,NA
47.5,57.5,NA,NA
47.5,58.5,NA,NA
47.5,59.5,NA,NA
47.5,60.5,NA,NA
47.5,61.5,NA,NA
47.5,62.5,NA,NA
47.5,63.5,NA,NA
47.5,64.5,NA,NA
47.5,65.5,NA,NA
47.5,66.5,66.66666666666666,100
47.5,67.5,66.66666666666666,100
47.5,68.5,100,90
47.5,69.5,80,90
47.5,70.5,70,70
47.5,71.5,70,70
47.5,72.5,90,80
47.5,73.5,80,90
47.5,74.5,60,80
47.5,75.5,60,80
47.5,76.5,80,80
47.5,77.5,80,70
47.5,78.5,60,60
47.5,79.5,60,50
47.5,80.5,50,50
47.5,81.5,60,60
47.5,82.5,60,60
47.5,83.5,50,60
47.5,84.5,50,60
47.5,85.5,60,60
47.5,86.5,60,60
47.5,87.5,60,60
47.5,88.5,70,80
47.5,89.5,60,90
48.5,-89.5,NA,NA
48.5,-88.5,NA,NA
48.5,-87.5,NA,NA
48.5,-86.5,NA,NA
48.5,-85.5,NA,NA
48.5,-84.5,NA,NA
48.5,-83.5,NA,NA
48.5,-82.5,NA,NA
48.5,-81.5,NA,NA
48.5,-80.5,NA,NA
48.5,-79.5,NA,NA
48.5,-78.5,NA,NA
48.5,-77.5,NA,NA
48.5,-76.5,NA,NA
48.5,-75.5,NA,NA
48.5,-74.5,NA,NA
48.5,-73.5,NA,NA
48.5,-72.5,NA,NA
48.5,-71.5,NA,NA
48.5,-70.5,NA,NA
48.5,-69.5,NA,NA
48.5,-68.5,NA,NA
48.5,-67.5,66.66666666666666,66.66666666666666
48.5,-66.5,80,80
48.5,-65.5,60,100
48.5,-64.5,50,100
48.5,-63.5,60,80
48.5,-62.5,60,70
48.5,-61.5,60,60
48.5,-60.5,60,60
48.5,-59.5,90,80
48.5,-58.5,90,90
48.5,-57.5,100,90
48.5,-56.5,90,80
48.5,-55.5,100,80
48.5,-54.5,100,90
48.5,-53.5,100,80
48.5,-52.5,90,80
48.5,-51.5,100,90
48.5,-50.5,90,80
48.5,-49.5,80,80
48.5,-48.5,100,80
48.5,-47.5,90,70
48.5,-46.5,80,70
48.5,-45.5,80,60
48.5,-44.5,100,70
48.5,-43.5,90,80
48.5,-42.5,80,90
48.5,-41.5,80,90
48.5,-40.5,50,80
48.5,-39.5,50,60
48.5,-38.5,50,80
48.5,-37.5,60,100
48.5,-36.5,60,100
48.5,-35.5,60,100
48.5,-34.5,70,100
48.5,-33.5,70,100
48.5,-32.5,60,100
48.5,-31.5,60,90
48.5,-30.5,50,100
48.5,-29.5,50,100
48.5,-28.5,70,100
48.5,-27.5,60,100
48.5,-26.5,60,100
48.5,-25.5,60,70
48.5,-24.5,60,60
48.5,-23.5,100,100
48.5,-22.5,100,100
48.5,-21.5,100,100
48.5,-20.5,100,100
48.5,-19.5,NA,NA
48.5,-18.5,NA,NA
48.5,-17.5,NA,NA
48.5,-16.5,NA,NA
48.5,-15.5,NA,NA
48.5,-14.5,NA,NA
48.5,-13.5,100,100
48.5,-12.5,50,50
48.5,-11.5,50,60
48.5,-10.5,50,90
48.5,-9.5,50,90
48.5,-8.5,50,90
48.5,-7.5,50,90
48.5,-6.5,50,100
48.5,-5.5,50,100
48.5,-4.5,60,100
48.5,-3.5,50,100
48.5,-2.5,60,100
48.5,-1.5,80,100
48.5,-0.5,80,100
48.5,0.5,80,100
48.5,1.5,80,100
48.5,2.5,60,100
48.5,3.5,60,100
48.5,4.5,100,100
48.5,5.5,100,100
48.5,6.5,NA,NA
48.5,7.5,NA,NA
48.5,8.5,NA,NA
48.5,9.5,NA,NA
48.5,10.5,NA,NA
48.5,11.5,87.5,87.5
48.5,12.5,90,90
48.5,13.5,100,100
48.5,14.5,100,100
48.5,15.5,NA,NA
48.5,16.5,NA,NA
48.5,17.5,NA,NA
48.5,18.5,NA,NA
48.5,19.5,NA,NA
48.5,20.5,NA,NA
48.5,21.5,NA,NA
48.5,22.5,NA,NA
48.5,23.5,NA,NA
48.5,24.5,NA,NA
48.5,25.5,NA,NA
48.5,26.5,NA,NA
48.5,27.5,NA,NA
48.5,28.5,100,100
48.5,29.5,100,100
48.5,30.5,100,100
48.5,31.5,NA,NA
48.5,32.5,NA,NA
48.5,33.5,NA,NA
48.5,34.5,NA,NA
48.5,35.5,NA,NA
48.5,36.5,NA,NA
48.5,37.5,NA,NA
48.5,38.5,NA,NA
48.5,39.5,NA,NA
48.5,40.5,NA,NA
48.5,41.5,NA,NA
48.5,42.5,NA,NA
48.5,43.5,NA,NA
48.5,44.5,75,75
48.5,45.5,NA,NA
48.5,46.5,NA,NA
48.5,47.5,NA,NA
48.5,48.5,NA,NA
48.5,49.5,NA,NA
48.5,50.5,NA,NA
48.5,51.5,NA,NA
48.5,52.5,NA,NA
48.5,53.5,NA,NA
48.5,54.5,NA,NA
48.5,55.5,NA,NA
48.5,56.5,NA,NA
48.5,57.5,NA,NA
48.5,58.5,NA,NA
48.5,59.5,NA,NA
48.5,60.5,NA,NA
48.5,61.5,NA,NA
48.5,62.5,NA,NA
48.5,63.5,NA,NA
48.5,64.5,NA,NA
48.5,65.5,NA,NA
48.5,66.5,NA,NA
48.5,67.5,100,100
48.5,68.5,100,87.5
48.5,69.5,87.5,87.5
48.5,70.5,60,70
48.5,71.5,70,80
48.5,72.5,90,80
48.5,73.5,80,80
48.5,74.5,60,80
48.5,75.5,50,80
48.5,76.5,70,70
48.5,77.5,80,70
48.5,78.5,60,60
48.5,79.5,60,50
48.5,80.5,50,50
48.5,81.5,60,60
48.5,82.5,60,60
48.5,83.5,50,60
48.5,84.5,50,60
48.5,85.5,60,60
48.5,86.5,60,60
48.5,87.5,60,60
48.5,88.5,70,80
48.5,89.5,60,90
49.5,-89.5,NA,NA
49.5,-88.5,NA,NA
49.5,-87.5,NA,NA
49.5,-86.5,NA,NA
49.5,-85.5,NA,NA
49.5,-84.5,NA,NA
49.5,-83.5,NA,NA
49.5,-82.5,NA,NA
49.5,-81.5,NA,NA
49.5,-80.5,NA,NA
49.5,-79.5,NA,NA
49.5,-78.5,NA,NA
49.5,-77.5,NA,NA
49.5,-76.5,NA,NA
49.5,-75.5,NA,NA
49.5,-74.5,NA,NA
49.5,-73.5,NA,NA
49.5,-72.5,NA,NA
49.5,-71.5,NA,NA
49.5,-70.5,NA,NA
49.5,-69.5,NA,NA
49.5,-68.5,NA,NA
49.5,-67.5,66.66666666666666,66.66666666666666
49.5,-66.5,50,70
49.5,-65.5,60,90
49.5,-64.5,50,90
49.5,-63.5,60,80
49.5,-62.5,60,60
49.5,-61.5,70,60
49.5,-60.5,60,60
49.5,-59.5,90,80
49.5,-58.5,90,90
49.5,-57.5,100,90
49.5,-56.5,100,80
49.5,-55.5,100,80
49.5,-54.5,100,90
49.5,-53.5,90,80
49.5,-52.5,90,80
49.5,-51.5,100,80
49.5,-50.5,90,80
49.5,-49.5,80,80
49.5,-48.5,100,90
49.5,-47.5,90,70
49.5,-46.5,90,90
49.5,-45.5,90,80
49.5,-44.5,100,70
49.5,-43.5,90,80
49.5,-42.5,80,90
49.5,-41.5,60,100
49.5,-40.5,50,70
49.5,-39.5,50,70
49.5,-38.5,60,90
49.5,-37.5,60,100
49.5,-36.5,70,100
49.5,-35.5,70,100
49.5,-34.5,70,100
49.5,-33.5,60,100
49.5,-32.5,60,100
49.5,-31.5,60,100
49.5,-30.5,60,100
49.5,-29.5,70,90
49.5,-28.5,70,100
49.5,-27.5,70,100
